split,piece_id,md5,piece_sha256,family_id,bars,track_count,relation_stratum
control,control:fa9c4a40f0e6663f017c547766a2d7d1bf678a5cc15b7ca672466cad4bc2d17e,3a8830ad1b6407078dc491fa982ee4b0,019d141ad784f086ead2210bb505dcfe626de9d27e5cc1056af39f2c2f6e4538,fa9c4a40f0e6663f017c547766a2d7d1bf678a5cc15b7ca672466cad4bc2d17e,89,1,
control,control:29072b52d341b8eeed4fec58897891f291c0676d06ad2185bdba5ec788bd4c78,60e2abea73eebffc131879907cecf211,1265fe51e1979e9eabcf7ca6b58fd6d22292d900ad268ce7a392b4856e3a09bd,29072b52d341b8eeed4fec58897891f291c0676d06ad2185bdba5ec788bd4c78,125,11,
control,control:058ab5a805b98fc3d40b17280d762d5f0a524699c26aa051416c975cbf33689f,b6b4e6a1e92560a94b5c82f5805beea3,59f8664327c66e2566ea725387904caf61b96f1b1436ac5d33991f0d62eac60b,058ab5a805b98fc3d40b17280d762d5f0a524699c26aa051416c975cbf33689f,90,8,
control,control:6af0bdf55d3e25474d75b1c91cd88047a02bd672e8d69107fb86d70a329de3c6,ccadca776cb1299d23e842ba2264a560,8c25612551b70da8def76fe90c20eb36ab3200256e1be797cde6739f7cedcc92,6af0bdf55d3e25474d75b1c91cd88047a02bd672e8d69107fb86d70a329de3c6,198,17,
control,control:c69cb3b3fd03e2db2e3e2cd59467681dd9223171f19ced7c9840b622e3f9a468,0d736bf35f5ed6a43e19e298c93691bd,495591b26e5220b4ea6ff8e5eea099f30f105d00c25a0d36d6b2e917ca9fe0ab,c69cb3b3fd03e2db2e3e2cd59467681dd9223171f19ced7c9840b622e3f9a468,23,1,
control,control:41ada0fbfc6549041d984cfa36e231c57aa4355ee47157bd13e32b73e7c2bea0,1cca9058c15e16ff4332122482c36dac,9cc928406300be6b2c3c2bc9a963a86d841bd088ae4b94c27887d6e22fab9cc2,41ada0fbfc6549041d984cfa36e231c57aa4355ee47157bd13e32b73e7c2bea0,39,3,
control,control:8a8c5e58ce88fb71efb8d60c5104518dbd11a8fcb74ad519f72f148b4c49f4e2,9febe2c910735af7ffa9636a73560ec6,0da8322ceab36b036682b5ece0c315193f7b701a3340a0ca5a523b107c6f428d,8a8c5e58ce88fb71efb8d60c5104518dbd11a8fcb74ad519f72f148b4c49f4e2,217,25,
control,control:64d56d7eddd65ad4a6af1229c814228890937bbfeff8326f16579c09ce22dd6a,df863e161eb6e0f27260235e89ab93d0,16811b6ed77b7a67669cb53138fc2e688ea4be7b41e673bb7e731fb12083d28e,64d56d7eddd65ad4a6af1229c814228890937bbfeff8326f16579c09ce22dd6a,64,11,
control,control:f39359912b5a55611c529f5b1246ad2601afe6cb5f698bb30c91436c80797564,b88ce802194a666ab63abab2844cb065,8e39a8c597607c3542ced5fda710e96cd01c3d4491c01cdae743dfbc8e8ff966,f39359912b5a55611c529f5b1246ad2601afe6cb5f698bb30c91436c80797564,202,15,
control,control:b03872c6614d1aae7f40a1945f4281a5363519bc2dfbae3261cdda1662ac3d45,eeffec786ec97fa31e906c40d9f8e03f,831388e57d4cbffdc5d0628be872eae01417526975851f5961128533732906d0,b03872c6614d1aae7f40a1945f4281a5363519bc2dfbae3261cdda1662ac3d45,86,22,
control,control:4996c2b2ca6fc001f9de530cca9b4e95a2abe2defec4a459f5268ad9e7b113f7,6232e5a07666e20962856750a21224a5,1c85ebc0524bebc25069de410c50d91e43fa077364f52abe5b771338e0660a32,4996c2b2ca6fc001f9de530cca9b4e95a2abe2defec4a459f5268ad9e7b113f7,108,26,
control,control:daa43fc0150148bfa4b0eb28b0a0dc463831c1e515c8a6e2399c19d6f206ea72,569cc0927cf16e409385921812bad420,1f3f0e98c9282d5e19b2483599fb8cbd1cc6119752a6f6688f11a7198990b7d9,daa43fc0150148bfa4b0eb28b0a0dc463831c1e515c8a6e2399c19d6f206ea72,105,14,
control,control:53139b5bcdc2985e46f3c491f2130cc63c4d085ad5f8748d79f8742098972693,c5ef46b666c386fc6eb91c8809eccf11,33f94a490272ce19a1a8476cdaf22e2d39cce2c95d1a689cbfdb9fbf4140abb4,53139b5bcdc2985e46f3c491f2130cc63c4d085ad5f8748d79f8742098972693,117,17,
control,control:5552730b0896883a291af0a9274025939e63114a301a400ea443f2c7fbcb3558,d51532631c9052b7ec443b8ab59d0b4b,3ac191a62202bee58905690a6f24607a513054695950b9218b43f1df5355e516,5552730b0896883a291af0a9274025939e63114a301a400ea443f2c7fbcb3558,185,13,
control,control:978f693acceb02e6e4629b939aaf9039c46b756491a2c2dcc67cad790b2e0e36,759c5d04155e350bdf68a961152d22f6,01dc3437a70b1f3098fa11fa0ca13514585d6596516918eeff344dc4fb3ccb80,978f693acceb02e6e4629b939aaf9039c46b756491a2c2dcc67cad790b2e0e36,64,12,
control,control:a12a990013e2443eddaba01caa2ddac1a754bfb88bbbbc9c39b08fd679d68e55,c5447dcaba74589a92db48fc775aa502,0abf4a6d57d1c1451d3ca3bebdd8f185108804efcbabb6f1fa6d4c84b24ebfcd,a12a990013e2443eddaba01caa2ddac1a754bfb88bbbbc9c39b08fd679d68e55,64,1,
control,control:b4849f292349d2efff484e982109a33a02096ae6224dbb8a748caa52798ac816,57bb2c4f3bf20b2bfe42323b62fd0d4e,443d6c7df44c2285cb461d0a47a41477be18c7af986645e9f3c23d3e2af6e151,b4849f292349d2efff484e982109a33a02096ae6224dbb8a748caa52798ac816,36,10,
control,control:bae15077349ac088135943d65098a7f57b8be492ce26d1a705ff5898b39efb87,1388e66b8b76e5d465fb5a60a5a233cc,063d1da704ce5ee4361663c0c2297d76a06d63e4d9494facc0bbcd3d6ceb2a3a,bae15077349ac088135943d65098a7f57b8be492ce26d1a705ff5898b39efb87,108,31,
control,control:ed32417ce061260ad232e5e04415895a9704761a0afdd08b2fc478a17b80a033,c4c90de8bee4da65ac3865fd75c88158,32cfaf044dbfa27c4d34fd29059d0ae9e90c18c9715d55879a702a540179f08a,ed32417ce061260ad232e5e04415895a9704761a0afdd08b2fc478a17b80a033,138,1,
control,control:050f22f5a84057ff82c54d8c7534526cef23461ef39964af9506c767fabf13a6,c398d033527fca09883fc8a30f9ece61,0eeef8d9ea9abf3070c82ed5d5b7161c6c831ae43aaf33f7382332c218524fdc,050f22f5a84057ff82c54d8c7534526cef23461ef39964af9506c767fabf13a6,61,1,
control,control:29d7e99190b08b9fdb299caaebb7fe5790011648f2b7a0888b06ce6e454e3b80,2bd6c0524ea790d2480ce3e7df8c68b4,05d7e1e939c4e0966402c28d3e0349f0f5b2fedad12ef3fca21307a7ed1758dd,29d7e99190b08b9fdb299caaebb7fe5790011648f2b7a0888b06ce6e454e3b80,142,1,
control,control:8d52e0276b9dd963e932f1438876583b9ef7050ecd5762fda8a59e58638cee6d,635f05ce3d4c1acc830b28666a887bfe,a28da6831a3a39b4e667ee31187a9132fd75f8c40f2e263ca356a32bbb8a0e90,8d52e0276b9dd963e932f1438876583b9ef7050ecd5762fda8a59e58638cee6d,131,12,
control,control:6bc4f5972068b75cdb4ebb604ca6e213f6802c01fd36428f81d962f575c80f3d,2c425b60bf51273d5296c9cc4ad9b34b,0ba85b2f93567676d32356427be728129740333da59e7550ad0edc57be7e14f4,6bc4f5972068b75cdb4ebb604ca6e213f6802c01fd36428f81d962f575c80f3d,135,15,
control,control:3a3886088f1bc853dcf9896301e81d31daaef4b83311395e007df1fb06937391,e80291180ad3e7e1b2ea32935929387d,9b2d13b1970b1785dc2878554788d6c7bf83aa851610b34a6b4c6aef66e264ba,3a3886088f1bc853dcf9896301e81d31daaef4b83311395e007df1fb06937391,157,16,
control,control:1a86b2bdf03ee93db101542dc3f024141db551eed676e0672c83c06defc9f1fd,0f3a4905884394d9b21f0397821ee449,08df8fbdfcbe8d0bdbf474b448865850035131e209af0068394f558dd87e6e7c,1a86b2bdf03ee93db101542dc3f024141db551eed676e0672c83c06defc9f1fd,106,13,
control,control:d8bca515c7d2b7bb031ffbe94b98d24cc5e6b08326582e5daea2dbb5f5b40ec8,7501c77d2ac04d891c4d05f4544d0a74,2e537591c6be91c878808e0b68b4d429ba077de406e32bb829fa9825b3e2cd98,d8bca515c7d2b7bb031ffbe94b98d24cc5e6b08326582e5daea2dbb5f5b40ec8,76,15,
control,control:b372acb9e44cf4a20add7503bbd4c6e4842f12c3ce1e26268b038b083f02b42c,d46c3e5acba10a229bbd737fd958426f,435f149fc8ee8bc0de7b936d29ff06696e39e7fe03de29f90c64799107114c01,b372acb9e44cf4a20add7503bbd4c6e4842f12c3ce1e26268b038b083f02b42c,202,20,
control,control:dd17c5286885f2c37cb0e448ab415803925e3c94f399ad676fa115fa20bfdd4a,6fda4c4fd7b83090a3b31dc96b2a9db7,384068e8fa8ef8bec2e36e9ef2d2908a166f7a7e2ce8c8fbc38bac067bcf2a82,dd17c5286885f2c37cb0e448ab415803925e3c94f399ad676fa115fa20bfdd4a,79,11,
control,control:caf719860b3e2a58db9be19dca819d06993dc3bf9e09a04b5eb9240a8e8312de,e712116fe6a1c35bd26bf815c70d0b22,46b40a27205e337013a45c5fdeef9c955ddf20e887c5d70a433916181c576568,caf719860b3e2a58db9be19dca819d06993dc3bf9e09a04b5eb9240a8e8312de,85,13,
control,control:e0b34bd45918778b1f7472e3a6bdd7f7242beabf667323fd7e91f45a7fef4254,4d9e541b840d3c04bac8225f2d5e7bf7,110084eb37670da231d997c2c2f68345ce9a9cce96bfd8f8a04d67e2c3add3d4,e0b34bd45918778b1f7472e3a6bdd7f7242beabf667323fd7e91f45a7fef4254,146,16,
control,control:9d4509654fd8cecea84e6168fda228864b1cf5c7c12259c193962387696c219a,80f82c3cce6ea0622256539bb7ade146,3e3f8d8b6b9d0fc231b0f0c33b59798c02ab101a4abefc1b7985e9b596041b2f,9d4509654fd8cecea84e6168fda228864b1cf5c7c12259c193962387696c219a,109,1,
control,control:e03e5d1fd783bc004f906fef3279aa2eebf90ddefc0418a617a70707c1122c27,962246421170a5fa44c0c418b997b66b,ae057b7e52b3cd1f850842dc41529dd0eb0052bb57301a2a0cf222f505a6d568,e03e5d1fd783bc004f906fef3279aa2eebf90ddefc0418a617a70707c1122c27,78,11,
control,control:d09eb191841cbb20710494673cc16d117b6c519111d4d2ab0db0b74f5c55c0da,f7c0b076b0f68e13e163edde8244cca0,5f49c6b381283d9fef70b825348a4fb605ce1e6fcf0fa487fb924fb13e20178f,d09eb191841cbb20710494673cc16d117b6c519111d4d2ab0db0b74f5c55c0da,73,6,
control,control:22afbc604df7bef4eca06f02ddba34717297e07cb75d886c65d5a3eda593eb1d,acfc63a6b4eb1d03a0b21ac4ab2f4220,57ab85e5d7552e320da7a3b3269343a43c7267ca3fb3bdbb98e63fff3047c88e,22afbc604df7bef4eca06f02ddba34717297e07cb75d886c65d5a3eda593eb1d,104,27,
control,control:a938f0d25c1217b1581daa187334cb3617f734e1bfa173bde51da5081f92c8bb,9765303ef49cb6abf043935a11970290,7b9f290b2dd93aa82964a3cc2c488e170cab8dfeeb481cc4a5d3d2395a0d18a6,a938f0d25c1217b1581daa187334cb3617f734e1bfa173bde51da5081f92c8bb,80,15,
control,control:af3b079d9a3f79df73efaa43088b9cca0ab537c32771dd1201d38c769b27cec0,929f6b33502acca156b2330bf3ace73f,64e6847efc192f4f177d89e197639fe5dbb8cb824e5158780e6ea6db1565ce2e,af3b079d9a3f79df73efaa43088b9cca0ab537c32771dd1201d38c769b27cec0,138,13,
control,control:60563cc0bc87da360f672afe15a500204847168cf00e7e1463d07327338db4f5,5b58b25d06bdd1ab619b3455af366c6c,06e79ec3d89869595f4fb6b6c3c26771ce423abdb0b5aab5162fed3bf64bd5b1,60563cc0bc87da360f672afe15a500204847168cf00e7e1463d07327338db4f5,122,1,
control,control:1ded3f81d4829bd710d8af542e0bf87c02078099d73efd968b5a0b024f50236f,f4b610a142b5dd10e517d9bfe8d2fc8b,3f0d17b00edf4bcce5beb9d6c48de46d76ece1e5ed3434a82a20bb1282ebee87,1ded3f81d4829bd710d8af542e0bf87c02078099d73efd968b5a0b024f50236f,102,12,
control,control:962407fe76affb6df21aa50daab961642244b45794d275a4a2f08b4fb828b031,b873bf4797dd4f5684a6b100ebb1b165,07017081699d99202acdfae3bf899641ad0429f61c319a050ff90af2250fc2c8,962407fe76affb6df21aa50daab961642244b45794d275a4a2f08b4fb828b031,16,1,
control,control:2dfa90cab098516c78c9edb6ced39c9d3f079f9b978feee2f22eeeb33f6e17e9,545e06a926e8f5e906644939feebdd7a,52e015cda586963037b4b6350c92519a62ca5385e762c0e66aa731d4dccfc049,2dfa90cab098516c78c9edb6ced39c9d3f079f9b978feee2f22eeeb33f6e17e9,35,4,
control,control:c9a3eccd9ab7a8e7f8fe2f19746a7bf7b971a4e965da31482c7394435fa2329f,15a5c5df01be34f8ff691578a3f0b87a,9909046e1b63593dee1f3be5386acde6697827447bfee99ea12d762beadd96e7,c9a3eccd9ab7a8e7f8fe2f19746a7bf7b971a4e965da31482c7394435fa2329f,154,1,
control,control:facef706b2eb826dde2affa847927edc8b3794efaf4039b15cf6903e3a690a1b,35030f35479ebfe2416d6657ec73275d,b4da1290d3ec58a2e9f5486b6365cdb7cb2942f7f115bf798659467290aa97b3,facef706b2eb826dde2affa847927edc8b3794efaf4039b15cf6903e3a690a1b,74,6,
control,control:23ddedda8741f9cbcf3bf4593b33723f3f3e2def1684b5909958083092c5efc7,53aff717d73899a76b0b1f7f63aaa0ba,1c0af101c68c5d2ec9d001331b92cf37bef82a78fc7f56bb9dbea3634ee8f883,23ddedda8741f9cbcf3bf4593b33723f3f3e2def1684b5909958083092c5efc7,131,4,
control,control:125e9c64a0af0640db940357acd1bf0526be991568d2a79d0e1e278d571cb3ad,fcf27ccf1cea6f0fc3b3d0baf5cdcc67,3b88ee3e81457147545f5db3d65102ad996daac6d75323bbc45040e5a397e9a7,125e9c64a0af0640db940357acd1bf0526be991568d2a79d0e1e278d571cb3ad,93,2,
control,control:09598cb4a86bf35ad7749f4cddd5ffa36e129f2f97034d37688ed499ff2b1710,5f90d822c8d24b03dfe43edf84e5ceac,2ac43cc43e54314aa7aa0b475883322d04ac57adbacba0a93b82602e3466ff94,09598cb4a86bf35ad7749f4cddd5ffa36e129f2f97034d37688ed499ff2b1710,185,7,
control,control:578b70033ed15d9d2a36e097ff1e169c401164708ddaa1a246349973f419cadb,e9e73edd8a7a3a1205d420de081d1dbc,82a63d3242a876b7b6172df15c186e56af43bd44172279da5ff71e15a22cb51b,578b70033ed15d9d2a36e097ff1e169c401164708ddaa1a246349973f419cadb,25,1,
control,control:68c60342ba0b33a4fefc778c00841ffb6ed102c2bdd66a6a31478a337d22e9a6,140d168afde8c5b7a9afe46fcbe4fc38,694e59f6ffbbe59d35294ff0cee4ebf0f4bdc62a87de1eb9bf7f7689b6e61a8d,68c60342ba0b33a4fefc778c00841ffb6ed102c2bdd66a6a31478a337d22e9a6,90,9,
control,control:c1d68443751c1fece64c7b2d3c412c1cf407af5f1388909cb9b33a46a6fb63d2,473e7f323e8597892bd917fd78650970,0ad35995cf8d2702ac468f9886efc3166ad13b7c8f62c3c59ed4a3f9889c7145,c1d68443751c1fece64c7b2d3c412c1cf407af5f1388909cb9b33a46a6fb63d2,70,9,
control,control:3fe51bfafbb259fa63dbae767b76648cc2fa601f5c04ac8e2aad4722798badfb,5fd12f4e0698af143aaf78caa436b7f1,4732605be13744fa60ea6b8a2c1dde517f399e18e38759e74d529d9472d7b355,3fe51bfafbb259fa63dbae767b76648cc2fa601f5c04ac8e2aad4722798badfb,88,7,
control,control:9a24dad6747dcdc24248ddf05b5375eb3ffe03ab29630e59d909a302cad016df,e89d05a70a5d11dbbc2d4c8c8974c37a,63b5ca23e2a448ce472215bdf943047b02b035ff9dbac053c9ffc1b1dddbb757,9a24dad6747dcdc24248ddf05b5375eb3ffe03ab29630e59d909a302cad016df,93,1,
control,control:29627c6044aa26b44e3531ae0a8b0a66668751d5c126b2fe0fd2f99219357222,610c455106b7d30c2746e42b5b1f7202,198ec75ed07039a4b197058f7a80b38b27bb78ab8fdbe9afb914533b4f1081e5,29627c6044aa26b44e3531ae0a8b0a66668751d5c126b2fe0fd2f99219357222,81,1,
control,control:c39504726878e8e15c3b7ef5621b7c7c7ea71e964f05403ca86d89a9434d40ba,b49445d64a05818deb5a69db1a415ac5,4c9d60873fa686337829a65989e2923e9cccb6f594351c69c7005b9b28e5bb9e,c39504726878e8e15c3b7ef5621b7c7c7ea71e964f05403ca86d89a9434d40ba,106,1,
control,control:2e862961caa0159c46a6aa11e039103e4fa2277add4d7f5b521b165a3a0b63e5,92d2aad6eda8fc48a5c2db3b9777de2c,57fc3aed751ab77f6a407173da37b616d21f3cc78a6a0056430a6c21a30ad731,2e862961caa0159c46a6aa11e039103e4fa2277add4d7f5b521b165a3a0b63e5,130,3,
control,control:c303819c28ca31e458276cf5c0fe7d1a65a43cf4508e89d1dfdd4122570527d6,69d5e221f49a2d8a6ab75731296581ba,63ee673e20172d9cc882aefac5b702e73be0370974fcd408d016b800b695975f,c303819c28ca31e458276cf5c0fe7d1a65a43cf4508e89d1dfdd4122570527d6,100,12,
control,control:fec9b7c4618332b16798e51adc21fd0fcbcffdc05872b25dc86bbbcde0bbe309,0250273845fc849313679199284ed210,d38e42e708eb98ce2d7fb8f6a7574fbdc4209b8ada2419bc716dce9ed96c28cb,fec9b7c4618332b16798e51adc21fd0fcbcffdc05872b25dc86bbbcde0bbe309,103,10,
control,control:568ee2bfc168acdb741fec5d3abc496dda07475f129fe8bfda187820e3418aae,f14a860c91e708dd73ddfd60bf1a9163,3543dd010e2ca344263f412c5bdd3e0182ad857f2a97b299c0b27d6227bf25b5,568ee2bfc168acdb741fec5d3abc496dda07475f129fe8bfda187820e3418aae,41,10,
control,control:dbd4c072010ea332d22e826416feb604133a9fa4cd96afd1bfcee6c6d1cfb4cc,1268a8c9ff81f06e19b7a197352c0186,4ca46189405dbc32f7eb14415f3fe0f15304dda853cff7e92534c3d0b2d5a493,dbd4c072010ea332d22e826416feb604133a9fa4cd96afd1bfcee6c6d1cfb4cc,106,1,
control,control:7f3693c4bb824397502ebc75282e6c0480e6137e56dc302dbe66716c0c105b47,adc130fd43fce99fe9fcf49591aaf397,17bdbb9bfd63a6be9e2410408f5b0a348355e8811567f875a4c5b20acb19d5a2,7f3693c4bb824397502ebc75282e6c0480e6137e56dc302dbe66716c0c105b47,71,4,
control,control:1bc8f0e8d61b87757b893c68eb02d59ce7728961ad8c6be3c8b1cbede92cb7be,9c2a34e139b22df680a977ce44cdee82,13774e56d9efe10af64705b430f7ca307d709c5462f04519e0754f9fcda17a50,1bc8f0e8d61b87757b893c68eb02d59ce7728961ad8c6be3c8b1cbede92cb7be,154,20,
control,control:36d16ddaeb3d6805a7b3c86e7167b510511a78a3fe3fc8cea3de790071bc9847,53d8cab8edaad90e1e5ef7f05de5de45,ae786a7875b7d1003075b40c7faf1f46699585c293b20c8f57f2e56c3bef931d,36d16ddaeb3d6805a7b3c86e7167b510511a78a3fe3fc8cea3de790071bc9847,94,17,
control,control:a436a298c6161372fe143cc62e66a8d892f24ec4689d1c5d9a80b9defec0061a,beea7c760beee2c27558ae90587f3f91,43695442473408db363b01fa3eda9d014daf0da2a9701b8c02ef82cf7fc9b839,a436a298c6161372fe143cc62e66a8d892f24ec4689d1c5d9a80b9defec0061a,184,32,
control,control:8891b9a4e2a403de04431ab82fdba5e7b45d6acfffc6ae5f82f34497424edb5d,b0819a5480029f15e01308748ba33b28,082616a761dd044326ae79b93e9056e703bb10e44fbe4a80e2f37da0683ec8f1,8891b9a4e2a403de04431ab82fdba5e7b45d6acfffc6ae5f82f34497424edb5d,89,1,
control,control:61ea5cade323fbe3ea68c2b925afe311b4b97cc958ed913ce2247994336988cf,8bd20bea3d112ae4c49acbbbae2d2146,8054b8161aff0711efa1e8200aa5beed41d8360ad51e5c8bc4e7d56161dcbbbd,61ea5cade323fbe3ea68c2b925afe311b4b97cc958ed913ce2247994336988cf,149,14,
control,control:5a853582452feab102dd0483b4efbd94749a8900dcf388b38a32141fe829c149,432aa21fd074b3fcfbe5df9434238f03,eb9f675d0d3f031696e88f1acfd28f6ab96c8ff75c4d231524c3156cdaa2a44a,5a853582452feab102dd0483b4efbd94749a8900dcf388b38a32141fe829c149,110,12,
control,control:0f03fcd9da59c195c02aa2372d774ca4ce9dacf571aea21ba72e7021599db13e,2e29b675bde5aa76bb60977dfa0d0180,4f033adeb8024bbea28a7159d08ad6fc29bc43f1d70afd663b006d1137f607ea,0f03fcd9da59c195c02aa2372d774ca4ce9dacf571aea21ba72e7021599db13e,95,1,
control,control:102fc27b041a400fd47cd06fcaffec6e356538bd5b7bd90182097b6ac4001c6f,f7b891db78da4e6766a4e4b161b46381,0c1817b363e22a412eee3e2ebae8eddab87cd14dfdadca7743ff8268e2e1fad0,102fc27b041a400fd47cd06fcaffec6e356538bd5b7bd90182097b6ac4001c6f,96,17,
control,control:0c8a36fcd40d1c385c95f797bb2dc29d7aea7f03d284b258d43dd2c0c394c97f,b3d7f2f358d5cea19843fe601adc415d,1c68122f0e0ea55d7b7f5bc12cc07dfb41d906f54259335892bea1684fa5985c,0c8a36fcd40d1c385c95f797bb2dc29d7aea7f03d284b258d43dd2c0c394c97f,175,13,
control,control:6cbbaade69f0c08f6018fa341f9065092ac1198ec8148ba402af0480a5625786,82a25c55757eaf905b370322eb31de52,01616f5ab1004d3005cd1e3da43cde95784b46cbc7cb0851ba37bb86cd451954,6cbbaade69f0c08f6018fa341f9065092ac1198ec8148ba402af0480a5625786,448,5,
control,control:b9ade9669c041981d7ae11884d0dbbb357f3df41142647fcca0570b3f8a96568,1ea197574fccc0e60132291d4e9bff8f,09efe7c39aa4bbb9890a4326ba500db18ff01cb35219bf5e60eccbc4ed43bbe6,b9ade9669c041981d7ae11884d0dbbb357f3df41142647fcca0570b3f8a96568,22,1,
control,control:18bc0e09dff4fe424c678527e369c70f11eb6b00377efda0f7d616dd3c026727,f27869179404dbd262cde11ca7d45ca9,25d63df529943781596bd61ace97dde9640fdc88d5059478db917237fafc5fc6,18bc0e09dff4fe424c678527e369c70f11eb6b00377efda0f7d616dd3c026727,117,14,
control,control:15939c40597a5ff18d3b240f0faf3cee3ae7b36756cfb8a18031cb07cdfca2ce,c453168fc53350c403a12cdfb1afdfbc,23bdb55a3faf346f22979dbc1b1fbd8851a6320d6322c9e3fe4d453f522f2fd1,15939c40597a5ff18d3b240f0faf3cee3ae7b36756cfb8a18031cb07cdfca2ce,16,10,
control,control:7db4dd26bd4a8d639b5e069dbe1b0c70acf06ec61f629634d643f459f550fd9f,4bea5e00d51e6fa92a3a1dc255c269c9,021b8f196dfd8881c87efa4f6617ee2fc871809a0a0c6e8f988767c87018637e,7db4dd26bd4a8d639b5e069dbe1b0c70acf06ec61f629634d643f459f550fd9f,77,33,
control,control:199b65eeacabcb2334efdc61ced9e18ad7d69c5b521e43fe5f5df28819e31948,a2732de3bb63490ade7a10e34c5f5604,3efbd8390c1d8fbc06e4459319a9a0168152d1166d9ed2fbd8b2a442d9a00722,199b65eeacabcb2334efdc61ced9e18ad7d69c5b521e43fe5f5df28819e31948,126,1,
control,control:500a2f46c16a2c377eb593612de68517031392681ac14cf924202a17887c96d2,29c6762e7a863dfd5de20b823301f6dd,78f0cb6402e767674c81f618801baee941f305ea8c9f600118c424769be1fdc8,500a2f46c16a2c377eb593612de68517031392681ac14cf924202a17887c96d2,107,7,
control,control:08b18c3d7cc8f16153bf711144641c3c7bd74b93e5c6e1df417acb57cd0e2170,202a56e65786f48a9746aefa1406dfb2,044e937215e03bd9c1aab6b5d85aac047e296a89655a987128122225dab8e1a2,08b18c3d7cc8f16153bf711144641c3c7bd74b93e5c6e1df417acb57cd0e2170,74,10,
control,control:221dd0a890fc6b80c03f688ecf848017f6cb9c3f79a7cd732742f270968a525a,b2fc4555a582675b70f15afacc1fe6f5,49212b2a90ea30a6021c32a7040a6263a3f8d41c0832d148dd055e9d6a07e175,221dd0a890fc6b80c03f688ecf848017f6cb9c3f79a7cd732742f270968a525a,94,1,
control,control:ca8a0319605e49427e6432f9eefcb7a879eddc74a442adfe1644e2ec380767bc,1558e90d57e9d7d04911efd98c6bf743,ae65a0395a0646fba508b501099de5876057830bd47e8f546a7a4f76b7c0cf8b,ca8a0319605e49427e6432f9eefcb7a879eddc74a442adfe1644e2ec380767bc,87,13,
control,control:09d0a8b73e3a31cad9973972cfe0a60c215f28a6fb6a182c7bb8bf2ede92d2da,23e75da734ec52f0fa0498f5db2b34c4,387741463dfa48829514298931320d0e896626740d624328b58817142843c585,09d0a8b73e3a31cad9973972cfe0a60c215f28a6fb6a182c7bb8bf2ede92d2da,142,11,
control,control:f59ea3bb8bd6e9134f6e18119fe3dc66c9d010ebcf52ae7c09b5110ef054121d,d209b846933e4dd7f4b027f847feb187,5116c84b26745f86ee6d4771f9c53548fae5a125bced10d3085bcfddd59d55c9,f59ea3bb8bd6e9134f6e18119fe3dc66c9d010ebcf52ae7c09b5110ef054121d,162,24,
control,control:f773dce05e324ebf2a4c1aa1346a9ff85c06d1285fb2ebf40dbc44e548cab6fe,ef47c7f41dcf91412ab4ed53038ea16f,0e5d9bd0492fe466388f7e414dc3d840418d1e188b0f0c55f79c3f8f4e823593,f773dce05e324ebf2a4c1aa1346a9ff85c06d1285fb2ebf40dbc44e548cab6fe,134,11,
control,control:94dada74b400b029f681e68b0dbed1fa74b1551299b4780978c30803009b8d0a,52f4fff3c2b650994f59c96f21bd3b89,9bc0fb5bcb6652e3c5bffc59fd6e86820160473a9b8d0a078b2ab15e7d729e44,94dada74b400b029f681e68b0dbed1fa74b1551299b4780978c30803009b8d0a,102,7,
control,control:dc730d305caad4a77086cd20d474e7982909fac176a3a79fc3db58900c85916c,e2bcc51d758ca239e2b8ea0bff2581f2,ebbdc92249453516705825947d58cd976b13a4320e2dfac895ca8dc2c0882708,dc730d305caad4a77086cd20d474e7982909fac176a3a79fc3db58900c85916c,77,13,
control,control:a90991a8f8199a7e01874c96639a091bbb226775ee858604f13337ad0265f101,350069cd25ec417b68564393215216fd,ea806168240f47220124389fc82ba5e57b07ac5b3ecdb6898bffcc1fd747803b,a90991a8f8199a7e01874c96639a091bbb226775ee858604f13337ad0265f101,95,1,
control,control:c3419eeedcbe2a15e63a46dfb8574ca72a2033fc8fe5b4c8abfe5054b525d01e,f794e971a6ea2920b09272b90a363e6e,24b11f22b40c4d9eaf362cdeb0cd9aefc212775b1537c41963a515a6ffd0fde5,c3419eeedcbe2a15e63a46dfb8574ca72a2033fc8fe5b4c8abfe5054b525d01e,166,14,
control,control:bb9bc5a8976dd1ee5d84cccda88fc5ab8ca1ff72f9ded4cb7b2be6a508c341ae,68da09acf485456d57dee8185ce84861,06bb90d1b815f3523c094562a2b6fd3432477162e8074cd04cc6d8479a758561,bb9bc5a8976dd1ee5d84cccda88fc5ab8ca1ff72f9ded4cb7b2be6a508c341ae,100,1,
control,control:2d3c5c96465138544312b3cf8d6b1ef06194466ff40c7e88d7e098a95e8bf044,3b60b66e42481db91cd3475689e2a218,2666aadcea07e44afb5c2c0d4f0e0fb4d5908d9e746915357bda3d3fe23d3a38,2d3c5c96465138544312b3cf8d6b1ef06194466ff40c7e88d7e098a95e8bf044,69,11,
control,control:24332fe6439c70fa35b2d6e0c0ea7fa14a6f466c0d241157aff4218d2e30a335,724f0b58ada5588abc1871b1ad6b874e,9771f8dd269ec3154ed5903f2d18884194e9363a6352c02bfa7d41982499f1fe,24332fe6439c70fa35b2d6e0c0ea7fa14a6f466c0d241157aff4218d2e30a335,60,1,
