seed,condition,cohort,nll,token_count,family_id,family_order
0,family_leak,control,0.7448709690803725,8804,family_6efd47f4e7625286,8
0,family_leak,control,0.6970720954607196,6259,family_ca2717eac3411b29,389
0,family_leak,control,0.7958347039503825,18464,family_b4cc6bf90e9fe8d0,355
0,family_leak,control,0.5636261220238454,1494,family_5ac6bbfde7e41ea2,452
0,family_leak,control,0.9557162705855141,1691,family_5b702cf6ad770b44,258
0,family_leak,control,0.6059972423965029,4310,family_e8523609850692e2,309
0,family_leak,control,0.779533298929808,3891,family_c93045766e35cdce,131
0,family_leak,control,0.7045156464348802,1862,family_41d870642c85787c,286
0,family_leak,control,0.5042937888722977,8614,family_e92e73cc15be90fc,391
0,family_leak,control,0.5718654385796778,7992,family_a5be12c3425856ca,341
0,family_leak,control,0.663547210611563,9269,family_b4e54fd6b86765a7,100
0,family_leak,control,1.0255561095519659,2740,family_f6ec39a379c5708b,187
0,family_leak,control,0.8978992466034929,615,family_ce0fe6a313ad3fa7,72
0,family_leak,control,0.5246475167306964,9540,family_0d74725de98c4bb2,316
0,family_leak,control,0.45596861888494616,11933,family_db8a7f65a6428bf1,76
0,family_leak,control,0.5845221770928687,8118,family_7a299533cf0677c1,384
0,family_leak,control,0.5125082345250679,1538,family_6fdd03c196b1863d,369
0,family_leak,control,0.30206798795502543,1516,family_42c8e9672e12c968,397
0,family_leak,control,0.4633748582637157,703,family_7349598b33c049cb,70
0,family_leak,control,0.07542150439134712,5856,family_70735ae7b3233e96,212
0,family_leak,control,0.981987451269327,7503,family_a0838daefd74be4b,19
0,family_leak,control,0.9993064032113623,5376,family_28a333d9037bf992,420
0,family_leak,control,0.6122631251077465,8764,family_0ac37a6cf3e1a691,356
0,family_leak,control,0.4494904606925247,8953,family_c10f45db237bb96c,253
0,family_leak,control,0.7023393319622255,2342,family_72340b299451623e,103
0,family_leak,control,0.5540442706258801,14896,family_69f22f7a30e471a2,214
0,family_leak,control,0.2400415720718678,1543,family_28bee39b5c21fe9d,311
0,family_leak,control,0.6244553627138553,1150,family_6a57cb9a85811216,283
0,family_leak,control,0.3062327187758029,1119,family_bbf9bd595ed0e3ae,294
0,family_leak,control,0.24500826375750714,2176,family_f6645dba4758639d,351
0,family_leak,control,0.9020062002284309,5556,family_90e4eeca3b9056bc,95
0,family_leak,control,0.6533415345716881,3659,family_226194ed4cf87102,249
0,family_leak,control,0.7946437774496374,12128,family_423d353537dce020,108
0,family_leak,control,0.7960377093841141,5546,family_e94c3b88439b9029,241
0,family_leak,control,0.203965391398702,1556,family_9328bcf632c26907,229
0,family_leak,control,0.8443290453482459,3522,family_2d97c1fe9f1f35cb,295
0,family_leak,control,0.36938731704220096,8657,family_2daf31b4fc409af5,323
0,family_leak,control,0.5145298653067749,1611,family_4207ad52459ede8b,154
0,family_leak,control,1.0695422631831257,3423,family_d17cfeb524a60ef8,327
0,family_leak,control,0.38667639741649873,924,family_2624676d2c88ea6d,171
0,family_leak,control,0.3649849691760042,814,family_cd6b8c017c692fc0,425
0,family_leak,control,0.672392263397667,3220,family_7308f8408f102e02,365
0,family_leak,control,0.9209231406339482,6187,family_bbdb130f24f492f3,271
0,family_leak,control,0.8229560539924213,2895,family_8eb050e85c8cbe00,444
0,family_leak,control,0.7746732579620383,3789,family_8cf04bc28e56473d,81
0,family_leak,control,0.3072442955743263,3516,family_f0e97a3ae19f4883,445
0,family_leak,control,0.8306199405605632,3325,family_3c16cf85716dcecf,137
0,family_leak,control,0.5862634211778641,860,family_0ae88fc74fe94e45,194
0,family_leak,control,0.46214513790034645,7721,family_adb9f960ea267631,333
0,family_leak,control,0.35568565280768644,1663,family_845dcb037dda9ca4,23
0,family_leak,control,0.6326961742507087,2835,family_824e732522aeff8c,188
0,family_leak,control,0.9301152766964211,2358,family_b45145574ef29d16,237
0,family_leak,control,0.8397612457406031,1679,family_3498095076b2c688,126
0,family_leak,control,0.4253709868508188,14516,family_7b0c7aa83467acba,246
0,family_leak,control,0.3655901054912341,1874,family_ef2744416d3c3898,59
0,family_leak,control,0.4848381027088234,9437,family_a120ee09300e50dd,203
0,family_leak,control,0.560914677868172,13840,family_662a7ad6856a20ec,183
0,family_leak,control,0.3197047095287022,2842,family_ec8e45be3f13c228,162
0,family_leak,control,0.33451275775829953,2412,family_ea1251a92d0d608d,408
0,family_leak,control,0.4526498961292109,2665,family_ae10005ebef62f9a,431
0,family_leak,control,0.5354102933897248,2844,family_ba502bbadd80dbad,428
0,family_leak,control,0.7296233648791519,1413,family_0c4758d0d8c17e4c,464
0,family_leak,control,0.5365623632614028,2194,family_c8c5b3165dc3d00f,381
0,family_leak,control,1.4210524559020996,146,family_f8a4c4cf96d7d3a4,435
0,family_leak,control,0.694935207723926,3326,family_c4c2d9a3593749d3,349
0,family_leak,control,0.3949305722683403,6740,family_a790cfe693f8277b,91
0,family_leak,control,0.5051556740077471,829,family_b80c0a0cc51e9cb0,115
0,family_leak,control,0.4818441901568606,6395,family_cab1c6011a1fdaa6,455
0,family_leak,control,0.6550907629659806,7047,family_e5d8b71a52363ad9,298
0,family_leak,control,0.4363865107768213,3802,family_c7dc176fdd0217ba,335
0,family_leak,control,0.469386591299557,16236,family_103aaa5d05f6ae8e,48
0,family_leak,control,0.3689647888878629,1521,family_bce72a81e9f7a75f,359
0,family_leak,control,0.640883107625555,14066,family_88158f96b47c8463,190
0,family_leak,control,0.47283332146208423,4268,family_63a00abd27340f71,175
0,family_leak,control,0.7881300737656032,4927,family_16690ce1f5941cee,305
0,family_leak,control,0.5585293535227432,5038,family_48b38ab68cade6ec,407
0,family_leak,control,0.5793928548873614,4223,family_c3cdd4e1b48a655d,247
0,family_leak,control,0.5935369008810047,9569,family_4857774525078786,466
0,family_leak,control,0.7324681278046499,4772,family_106f59648a0c9c35,460
0,family_leak,control,0.4579610178867976,354,family_fc3f9109e95affd2,285
0,family_leak,control,0.40648285340879875,4794,family_94f7ed188c628e96,113
0,family_leak,control,0.334551293663452,6520,family_37f9e97be389a23e,29
0,family_leak,control,0.5762789178783503,3755,family_a59a0356188b4355,243
0,family_leak,control,0.9053259590566853,858,family_71ce23a7f17005f8,26
0,family_leak,control,0.6077133987314609,7479,family_f758022272171098,82
0,family_leak,control,0.705345991201568,855,family_499863e15eed8232,189
0,family_leak,control,0.674886668061211,15654,family_a6b1e6c8dc05d3fc,302
0,family_leak,control,0.38026960266887583,2887,family_aa6f2c9ac321af63,125
0,family_leak,control,0.6411536350131204,7731,family_4479ba395f10b6fa,172
0,family_leak,control,0.9442406470070079,392,family_cfd4d018d597a4a5,78
0,family_leak,control,0.4547981088936613,1258,family_28595fb1bc0f3fc9,11
0,family_leak,control,0.46378217924368775,2982,family_c199799f0010c2ba,437
0,family_leak,control,0.3902183434088352,4254,family_83cee363496e020d,109
0,family_leak,control,0.4618357686876235,1408,family_474f139056c4a4a8,415
0,family_leak,control,0.7633680528001227,8931,family_f49521b3b9139607,376
0,family_leak,control,0.4282307670111988,1612,family_2299048dcdfc88ae,17
0,family_leak,control,0.6002603583712454,994,family_8ce450e0fd5b760b,206
0,family_leak,control,0.8272395993222356,13977,family_11716c30ab805b83,279
0,family_leak,control,0.48470187839826817,3297,family_c9107e559bc10df1,263
0,family_leak,control,0.22430972926406892,2955,family_1cde6c60b123043d,312
0,family_leak,control,0.6775638547486174,2505,family_e1fdfc5d8014a775,296
0,family_leak,control,0.7068042213983363,2041,family_15f4d27f85125588,87
0,family_leak,control,1.128125116802374,5874,family_8afe0a881f58daf3,50
0,family_leak,control,0.5326138312186556,5642,family_efea7bec2494faa6,94
0,family_leak,control,0.546402292844731,2259,family_5eb48950a52ed210,40
0,family_leak,control,1.262123856905438,3164,family_3c27a50068e49a53,461
0,family_leak,control,0.5318932237047138,1650,family_9f6868eefbbbed1e,106
0,family_leak,control,0.6733303624267835,3276,family_6f452079ad53f9e3,52
0,family_leak,control,0.5302082479968773,7753,family_90b698ed239c72f3,342
0,family_leak,control,0.45938603147423873,7172,family_7a51865c49a891df,394
0,family_leak,control,0.45785036073194707,1378,family_c2ad44d60ca30de3,377
0,family_leak,control,0.7521574197695677,5152,family_7080c9dc9123eefa,380
0,family_leak,control,0.4939648405957183,1226,family_f1ec422e65e5e3a9,216
0,family_leak,control,0.9381065157530851,13728,family_b3a5b65ace87c66a,259
0,family_leak,control,0.6325452839689595,6160,family_ddc2b06f90b14767,440
0,family_leak,control,0.4336681367039595,2778,family_12c80f084ce84e4d,134
0,family_leak,control,0.53283123405714,1052,family_11b4c8394b81742f,74
0,family_leak,control,0.7427012688767798,5219,family_f4ef77025e9d585a,332
0,family_leak,control,0.5249470499810581,2484,family_dba84aa0b1e1bdf3,307
0,family_leak,clean_validation,0.7812478640425465,2157,family_9c8265b1eeaa3ea5,304
0,family_leak,clean_validation,0.7563490321582339,6507,family_6a1661bec1a85809,379
0,family_leak,clean_validation,0.5771035137688021,3067,family_62ccf7e9625e13cf,166
0,family_leak,clean_validation,0.7148907547263255,20162,family_cd21aac5ba3653c4,321
0,family_leak,clean_validation,0.22428844938777975,1455,family_30e6b27558fb2cfa,308
0,family_leak,clean_validation,0.7094023901761943,2139,family_589dd5dee42e0ba5,47
0,family_leak,clean_validation,0.5664494994837677,11111,family_44b8f32f06eed8e1,261
0,family_leak,clean_validation,1.135307381987812,12902,family_6c0a1a049e992ced,301
0,family_leak,clean_validation,0.48732649339358175,1939,family_5e036e81da0eb73a,413
0,family_leak,clean_validation,0.69013073904023,3955,family_656a111a8d37395f,372
0,family_leak,clean_validation,0.7520422305071394,2376,family_758bfda9a8447363,12
0,family_leak,clean_validation,0.6442124038568272,18218,family_da1dbdb1ef9b795a,454
0,family_leak,clean_validation,0.5372112623970724,12428,family_0e127a8896fec497,274
0,family_leak,clean_validation,0.5602742289731307,24324,family_c80507fcf9585b1a,63
0,family_leak,clean_validation,0.7028016171672444,17091,family_f40ceb541a7c4872,208
0,family_leak,clean_validation,0.6203507898475729,4938,family_8e6f7d5acf9b6927,450
0,family_leak,clean_validation,1.1137920130519416,6350,family_a205b4830de0571b,35
0,family_leak,clean_validation,0.7503803287244784,7631,family_210dd87434e478ea,204
0,family_leak,clean_validation,0.7438345920717023,1737,family_6e5e431caa44724b,151
0,family_leak,clean_validation,1.1372073888778687,312,family_4ac111dfdda85e07,38
0,family_leak,clean_validation,0.4800899757334683,2989,family_2ff844206e33f622,15
0,family_leak,clean_validation,0.5504444533413017,9620,family_f24572f09d62eaf7,289
0,family_leak,clean_validation,0.6564421640250983,5697,family_4583de96403df727,330
0,family_leak,clean_validation,0.9080656212920952,6828,family_362a9e5c40bfd73b,129
0,family_leak,clean_validation,0.4738636885331304,4776,family_c7ff83fca90f3302,58
0,family_leak,clean_validation,0.42050518468937653,814,family_bb3044002b4e58d3,6
0,family_leak,clean_validation,0.7406634136495039,10581,family_9dbad3b7dfff2d80,257
0,family_leak,clean_validation,0.9550407456204215,2805,family_d5eeefd1295fe235,164
0,family_leak,clean_validation,0.05220160435767335,19313,family_8c6ad2ae9108308a,41
0,family_leak,clean_validation,0.8160750372069222,1015,family_ec7448c261485925,343
0,family_leak,clean_validation,0.9305357594988239,1876,family_da99763bd9ab0129,170
0,family_leak,clean_validation,0.39638524963293803,11710,family_bce1d9194265651f,419
0,family_leak,clean_validation,0.3693919992377956,1902,family_ff7d06f50d504d40,430
0,family_leak,clean_validation,0.31571179275260697,2072,family_df37c270d2661cca,144
0,family_leak,clean_validation,0.5744036277905169,3561,family_9b9f0055f4a82932,64
0,family_leak,clean_validation,0.7500444827344577,2503,family_faee5ab013f7ff85,325
0,family_leak,clean_validation,0.8165167419095883,2005,family_b45e27dc8b0341f7,57
0,family_leak,clean_validation,0.8953134501560267,16528,family_f59f5e228f38301b,282
0,family_leak,clean_validation,0.6911947676540764,6659,family_c57c54f6ba0d776c,2
0,family_leak,clean_validation,0.5290400528813078,3273,family_f564283e7832e835,268
0,family_leak,clean_validation,0.7761517847868066,7921,family_5d2bdbbdab0c254a,235
0,family_leak,clean_validation,0.5186116343966913,1579,family_d3608e2028ea88cd,223
0,family_leak,clean_validation,1.143327161484519,1770,family_7027306433055f85,127
0,family_leak,clean_validation,0.7920370968252518,1826,family_2b1f911727bc0f28,292
0,family_leak,clean_validation,0.36860182444933404,10390,family_f93c07f1442fee3f,318
0,family_leak,clean_validation,0.4021265275881324,1562,family_461db8faf995097d,143
0,family_leak,clean_validation,0.47500790869924825,7697,family_82ec8fa32d7834d5,410
0,family_leak,clean_validation,0.6789924667983599,1562,family_749fba182099ed6d,71
0,family_leak,clean_validation,0.23890526627458758,944,family_8024beb4c78afab2,99
0,family_leak,clean_validation,0.9719204281759485,19290,family_f23f6749eb1b82cb,404
0,family_leak,clean_validation,0.5201309020219206,1764,family_edcd18dc1b4c2424,111
0,family_leak,clean_validation,0.6669852483685831,13384,family_c3461b971572611a,124
0,family_leak,clean_validation,0.6449970782126629,2948,family_958e7885cfed5eee,110
0,family_leak,clean_validation,0.7086447822415467,3300,family_857ac66271083d60,417
0,family_leak,clean_validation,0.6905913454334752,2499,family_34a64d8a4071e429,207
0,family_leak,clean_validation,0.4260041921601815,1349,family_6e62e1ee9b4413df,128
0,family_leak,clean_validation,0.27439791791968876,1341,family_714ef4d49b7733fe,320
0,family_leak,clean_validation,0.25516147943963796,1517,family_bdc5646a39fdf7df,4
0,family_leak,clean_validation,0.2836339194650595,1557,family_760ef99c05a28dc4,138
0,family_leak,clean_validation,0.6029170155061719,2572,family_b29c451a4015599c,102
0,family_leak,clean_validation,0.24252930632125122,1291,family_3870744e242d6177,272
0,family_leak,clean_validation,0.7005281969354092,8116,family_27a4c5018af1ecf2,457
0,family_leak,clean_validation,0.3719491490295955,1904,family_6947476df68e3d6b,186
0,family_leak,clean_validation,0.340405303715753,1578,family_825c369d9b6227f5,244
0,family_leak,clean_validation,0.5922464535825275,2842,family_d018701072ce56d1,375
0,family_leak,clean_validation,0.687137692889931,969,family_af46046507aa5c4b,13
0,family_leak,clean_validation,0.4805874299251082,539,family_96b0ad618634da70,314
0,family_leak,clean_validation,1.2064246997112584,3348,family_5b29d45b1b74f69b,324
0,family_leak,clean_validation,0.7763855556114092,5779,family_90cefd12934f9e67,234
0,family_leak,clean_validation,0.5430401737723616,25228,family_98892bedb7f9d59b,54
0,family_leak,clean_validation,0.6840385408033911,4229,family_94351083126b6b1b,51
0,family_leak,clean_validation,0.2722869066136782,1525,family_ce89062820b48da8,122
0,family_leak,clean_validation,0.6164119314932784,6110,family_ea58f8138f27b5e0,374
0,family_leak,clean_validation,0.3046411134488636,1522,family_a95d783f29ff5f7c,255
0,family_leak,clean_validation,0.5959661352606803,1726,family_f0661de6bc71701f,185
0,family_leak,clean_validation,0.5420617441010241,8043,family_5d3d1daaec343597,193
0,family_leak,clean_validation,0.390619981279803,1309,family_e8cb9897ff240a4d,88
0,family_leak,clean_validation,0.6367910613946864,1142,family_fef5119467f26a60,117
0,family_leak,clean_validation,0.42236846527925703,1495,family_b3fc875c4307367f,260
0,family_leak,clean_validation,0.8848158369121182,6710,family_7928fb3bcf30fe40,387
0,family_leak,clean_validation,0.6955036823920782,1991,family_9464bde23ede34ad,92
0,family_leak,clean_validation,0.7536172276337267,8251,family_d523e2dc4868e3d0,432
0,family_leak,clean_validation,0.4091182549794515,1224,family_a867a9ff31d7e843,160
0,family_leak,clean_validation,0.453953971246358,7981,family_91fe9ebe937e9a4f,89
0,family_leak,clean_validation,0.7703143081414221,4230,family_b64927abcac796eb,25
0,family_leak,clean_validation,0.4829404021135232,1689,family_7edc82a2252e2e6e,438
0,family_leak,clean_validation,0.5398284629498534,1574,family_4b852dbf1e794923,357
0,family_leak,clean_validation,0.6981651701428685,1827,family_563fe3303eebd925,400
0,family_leak,clean_validation,0.49248809572532204,3676,family_825a5ea04144cdf5,97
0,family_leak,clean_validation,0.516148456147651,27160,family_66fe0fff60f28bb8,395
0,family_leak,clean_validation,0.6678043791796442,7702,family_fff32f675df6e246,149
0,family_leak,clean_validation,0.6757979285035561,1347,family_bddc3df46e1612bd,328
0,family_leak,clean_validation,0.7846254836032481,1393,family_707a66a54d5d07f1,350
0,family_leak,clean_validation,0.7609909512746622,2603,family_4ff754452abfe1ad,37
0,family_leak,clean_validation,0.523562853382184,1950,family_806c28890e83d1b7,217
0,family_leak,clean_validation,0.585536453844064,9941,family_6e4b2298992c0064,396
0,family_leak,clean_validation,0.6469971695379098,13072,family_0c1eaf227312a9e3,388
0,family_leak,clean_validation,0.6772563213828755,4594,family_131dc61b0ead1e81,421
0,family_leak,clean_validation,0.39176584635940376,2706,family_6d8e82b92757700b,218
0,family_leak,clean_validation,0.4132653772830963,814,family_aa8223246d86399a,429
0,family_leak,clean_validation,0.8243723817263533,8493,family_2610a466be6431bd,140
0,family_leak,clean_validation,0.2004408534432035,991,family_844bdfa71db6282e,463
0,family_leak,clean_validation,0.37623982625981417,1802,family_79c56d72187d17b4,66
0,family_leak,clean_validation,0.7546557695634027,8781,family_c21b420244a2f529,192
0,family_leak,clean_validation,0.5729125513543719,1445,family_ea4d93ae43323fc0,358
0,family_leak,clean_validation,0.779436799997979,9400,family_98d33eafd0a315ec,211
0,family_leak,clean_validation,0.6003275437777094,15162,family_0747deadeb7f7b70,7
0,family_leak,clean_validation,0.8389851589456241,1835,family_c02706043ada877d,353
0,family_leak,clean_validation,0.7227965743212778,1899,family_8527ab32edd1926e,209
0,family_leak,clean_validation,0.5588501841216892,770,family_a6318d458c7ff0f0,68
0,family_leak,clean_validation,0.853352374629315,9835,family_8d09b59dc4c3c92c,133
0,family_leak,clean_validation,0.6807366756331623,10779,family_a835909477e34760,191
0,family_leak,clean_validation,0.5858148803014468,1561,family_ae2839615ac6b954,177
0,family_leak,clean_validation,0.6874366201437987,3330,family_604fb05b51791b98,344
0,family_leak,clean_validation,0.6850202185329485,3931,family_eb03af6100c4cc53,179
0,family_leak,clean_validation,0.3581948174062625,1548,family_1e497d5fdffc2861,61
0,family_leak,clean_validation,0.9877612786927998,1562,family_9426b994e131f361,456
0,family_leak,clean_validation,0.5900695008558826,1974,family_f316d9b341fbcc19,44
0,family_leak,clean_validation,0.4847072151065792,1556,family_7cfa6c1d3b3b22dc,201
0,family_leak,clean_validation,0.757634310200151,9040,family_740827909b2759df,364
0,family_leak,clean_validation,0.7431572432810138,2530,family_96434369b3f61fa2,176
0,family_leak,clean_validation,1.4293393591411798,1582,family_7d73bacb566d84de,232
0,family_leak,clean_validation,0.39735019881444006,2068,family_1146afc43ba8a3c6,174
0,family_leak,clean_validation,0.5661574935642668,529,family_e99579b2e183d1df,39
0,family_leak,clean_validation,0.5794959276563664,6624,family_9f65f14acf3a875e,34
0,family_leak,clean_validation,0.508739898776069,6398,family_83d92120bf78fb00,150
0,family_leak,clean_validation,1.1010542167602817,4395,family_da99c7268499e201,60
0,family_leak,clean_validation,0.6907439614027805,2678,family_2011077d07b209b8,107
0,family_leak,clean_validation,0.7849896159951638,4092,family_4b71b56cfd8299d7,281
0,family_leak,clean_validation,0.4918156834425307,1756,family_84e8622dd9f0f58c,231
0,family_leak,clean_validation,0.5798543132031742,2208,family_3ae653f192390f38,339
0,family_leak,clean_validation,0.8606983815868128,10713,family_583f2140bd02905c,278
0,family_leak,clean_validation,0.45802845297602274,944,family_16b06ae7177592f2,451
0,family_leak,clean_validation,0.6669304966926575,146,family_65381b6f4bb99830,73
0,family_leak,clean_validation,0.6064938276887847,6046,family_39c264b6af7f8b4c,446
0,family_leak,clean_validation,0.4893700521199893,6006,family_acf3abf491a50830,336
0,family_leak,clean_validation,0.6000852109526569,6176,family_ea8d34c1c2cf62d4,337
0,family_leak,clean_validation,0.5494999376526715,274,family_9712f1cb39590627,248
0,family_leak,clean_validation,0.40587547520056944,1209,family_cf1575c3514d386a,200
0,family_leak,clean_validation,0.6348708134673354,5678,family_ebf34b90acdb9333,373
0,family_leak,clean_validation,0.5280681021545129,9764,family_c306f596e2b53370,182
0,family_leak,clean_validation,0.5246032028220557,6624,family_ba9708f285319401,120
0,family_leak,clean_validation,0.8382963405083154,3668,family_bee193805f6f119f,366
0,family_leak,clean_validation,0.9179461458239888,1952,family_ddb5bf4ea432508e,293
0,family_leak,clean_validation,0.6464223639799692,4729,family_b45f7b534a6e0f39,225
0,family_leak,clean_validation,0.48102302467489144,1928,family_40a7f24054f6cf1b,340
0,family_leak,clean_validation,0.7759924721107689,27861,family_5cdfacf570ceb179,378
0,family_leak,clean_validation,0.8306943494148469,4450,family_041ea9c412b040a1,36
0,family_leak,clean_validation,0.48372134522014143,8747,family_a6ef80809cd67f36,220
0,family_leak,clean_validation,0.3460027889975038,3721,family_cda09d6383ad975d,370
0,family_leak,clean_validation,0.7288490319084898,2140,family_214883dfb6ba99a4,465
0,family_leak,clean_validation,0.48349750370318384,6789,family_854445fdf03203cb,112
0,family_leak,clean_validation,0.6431218863362234,3021,family_b4530dd2f9439dd4,462
0,family_leak,clean_validation,0.6897699084770647,9025,family_d2ed6dff028b8bfe,152
0,family_leak,clean_validation,0.6508908136614276,2337,family_7b29d747f514c69c,313
0,family_leak,clean_validation,0.47901851377126686,2910,family_a8dd94fe3475ea7c,148
0,family_leak,clean_validation,0.6929235195540899,3955,family_dc13ea4fc01e4240,147
0,family_leak,clean_validation,0.7460869455577933,8628,family_8cd248050ccc3c0b,228
0,family_leak,clean_validation,0.6354584185447931,6169,family_3a7a2c2be46cda8d,310
0,family_leak,clean_validation,0.8199932806708992,3283,family_294bd1c8183f7513,83
0,family_leak,clean_validation,0.9368493565357451,1209,family_49ecae9a5efbb319,393
0,family_leak,clean_validation,0.28066095863218915,36690,family_1372580fd5d82eeb,331
0,family_leak,clean_validation,0.5801960229873657,276,family_1965f1d691ff77ed,449
0,family_leak,clean_validation,0.8368809813112217,3805,family_ac9524106bb16e6a,322
0,family_leak,clean_validation,0.34002341605589903,2969,family_7c163ae15fc00b82,453
0,family_leak,clean_validation,1.1447698482401303,1548,family_70436089a4c770d4,65
0,family_leak,clean_validation,0.5897139380992918,1062,family_845b8b035d42a3a5,205
0,family_leak,clean_validation,0.3805940838071448,1444,family_7b039bf480df9b15,136
0,family_leak,clean_validation,0.7092253693612293,2560,family_9d7e640ca06153e6,84
0,family_leak,clean_validation,1.1369376729397063,1175,family_54fc1cace3776e46,256
0,family_leak,clean_validation,0.8356533067306738,5758,family_0a67bbb9b9e07256,135
0,family_leak,clean_validation,0.7859299862252157,5752,family_9087822f50091590,169
0,family_leak,clean_validation,0.5335339195721805,734,family_cd9083de535c9789,386
0,family_leak,clean_validation,0.6908337953388248,8757,family_9eaff47c6da3797b,21
0,family_leak,clean_validation,0.2998767498665029,2972,family_2cc60a8f69107434,266
0,family_leak,clean_validation,0.5146192600829458,12762,family_4ebace72e4a1d8c0,290
0,family_leak,clean_validation,0.7436121243279608,3186,family_268f9f3a9379fd20,363
0,family_leak,clean_validation,0.5657886555045843,1600,family_947e8f8d14934de3,14
0,family_leak,clean_validation,0.7014327992350509,924,family_ec197f9194f4a13c,123
0,family_leak,clean_validation,1.0115537144126692,573,family_2166721ea9bb40e6,361
0,family_leak,clean_validation,0.7158236983118643,12097,family_9a9cfd28ebcce477,222
0,family_leak,clean_validation,0.37138121359370907,2742,family_749f025de5f99eeb,85
0,family_leak,clean_validation,0.8915278441768979,6474,family_93a719e9b96d4d31,132
0,family_leak,clean_validation,0.9326099167470219,1470,family_4baef2e304b84828,10
0,family_leak,clean_validation,0.7122929051273323,4681,family_6ea983efd760219c,213
0,family_leak,clean_validation,0.7362461024539292,1805,family_92d2c512717f57fa,280
0,family_leak,clean_validation,0.3753362097812973,1441,family_e181dee2375ee769,273
0,family_leak,clean_validation,0.5333696774301682,5236,family_ebe8375ee890567f,62
0,family_leak,clean_validation,0.5156708169751271,1801,family_43ed51b024989987,303
0,family_leak,clean_validation,0.4927370363524095,2612,family_d43af69a6d60a3af,49
0,family_leak,clean_validation,0.7011764113071007,9479,family_5da0ba5097bc19d0,3
0,family_leak,clean_validation,0.5974186366585673,1866,family_5da5a44d5ce0c35c,43
0,family_leak,clean_validation,0.5584148435069662,13380,family_454ee4f6b5b8ec97,116
0,family_leak,clean_validation,0.643659406413209,6582,family_3a2249f8e96bbaf7,300
0,family_leak,clean_validation,0.6297316110142357,4344,family_281fa10bb1bf325c,196
0,family_leak,clean_validation,0.7136577667677071,11467,family_62910d812650e6c3,382
0,family_leak,clean_validation,1.0464723262636142,4872,family_6f3ca8e10898152f,267
0,family_leak,clean_validation,0.5095811484050373,3532,family_50127f8134d80d88,317
0,family_leak,clean_validation,0.6210106290650192,5029,family_3325f7b7624711c2,367
0,family_leak,clean_validation,1.3752833938146654,422,family_43d964487922f8ef,1
1,clean,treated,0.6246153658859919,3013,family_f62176e3e9e80995,9
1,clean,treated,0.5945579290849269,1817,family_372bca09daa2e59c,16
1,clean,treated,0.5501342730892116,1450,family_7372cedf8e9b0da9,20
1,clean,treated,0.6299472890271769,1925,family_d146c709b6d57006,22
1,clean,treated,0.6679337007401366,24342,family_f676c1a274b9fc25,27
1,clean,treated,0.8807362633163218,7180,family_38aef633ce47c55b,30
1,clean,treated,0.610641778449831,2105,family_606242910f42ab8e,31
1,clean,treated,0.5593622314692192,18751,family_14100b61aef92451,32
1,clean,treated,0.5165523099264613,2160,family_b79ba27218cfec3a,45
1,clean,treated,0.5716868609442843,6011,family_10ea4c959d508d3a,53
1,clean,treated,0.5557584442496912,973,family_54cada16b34da893,67
1,clean,treated,0.9738877576169914,12399,family_d00ed582e8933047,69
1,clean,treated,0.4258009076388995,16084,family_f44b2ae87e6c19c9,75
1,clean,treated,0.6161505275375241,3458,family_43eb9f3c79bfa424,77
1,clean,treated,0.7566574404108164,5222,family_7ba5737bedbb0ebb,90
1,clean,treated,0.14745727677706957,4588,family_9fcfd1f061a07fdd,96
1,clean,treated,0.6419084392886791,3419,family_92111478a4e4dc10,114
1,clean,treated,0.6797380598581542,5531,family_0d96bd7e73513afe,121
1,clean,treated,0.6860965300889116,4219,family_e05b3b80c8af829a,141
1,clean,treated,0.7502016141056121,9616,family_6c4da332ef0988d1,142
1,clean,treated,0.6322676314381998,5337,family_c5efd28cb58a7154,153
1,clean,treated,0.5837415284507032,21679,family_602f06061ae180d5,155
1,clean,treated,0.5962879374812965,7228,family_39e9d2f6901e2c3c,158
1,clean,treated,0.436580557880558,5672,family_a492c7d45a2a101f,161
1,clean,treated,0.37176303324230286,5682,family_d8af1edd7b3a915e,163
1,clean,treated,0.4649512582916324,885,family_5f8029db8371e627,165
1,clean,treated,0.6200012960219964,9860,family_e030933a6e53e46b,168
1,clean,treated,0.6687402435793326,2288,family_bb71b9ef2d24550b,173
1,clean,treated,0.6731984805707026,2561,family_e41e34f36378682d,178
1,clean,treated,0.34876073886226006,3495,family_412cd5d8186672af,180
1,clean,treated,0.7463765238737834,3170,family_3aa7a20bd53365ee,195
1,clean,treated,0.6134058890345109,7958,family_f504f3830437dcae,198
1,clean,treated,0.6025029681723394,2968,family_c6c852f0526b7ae7,202
1,clean,treated,0.5269782957651757,1510,family_3118a97dac7df7b9,210
1,clean,treated,0.5637179254948095,20961,family_2d9ae7dd453e8ed5,227
1,clean,treated,0.6093071494182425,6203,family_5cb0d0cb4b5fec1d,233
1,clean,treated,1.2413060665130615,21,family_a03ceb6bd35e9a91,239
1,clean,treated,0.3184297140948997,998,family_116f02d2c90563fb,242
1,clean,treated,0.8102752764693706,3047,family_b2530645f1ddb95c,250
1,clean,treated,0.7646407531197091,8788,family_66d00c35f9b4c3e5,252
1,clean,treated,0.47657948034920455,20895,family_5e3e997400ef55a6,254
1,clean,treated,0.7390493877501817,4447,family_058b5f5b307b1065,262
1,clean,treated,0.6203632860546612,2444,family_031ad2b389fe0cfe,265
