model,seed,condition,cohort,nll,token_count,relation_stratum,family_id,family_order
transformer_l_legacy,1,family_leak,control,0.5770611079558886,11925,,family_b520ad73480ac213,541
transformer_l_legacy,1,family_leak,control,0.8351736886084004,1554,,family_06501bb82c35d53d,354
transformer_l_legacy,1,family_leak,control,0.6130854626921585,2852,,family_43b744922bc6a2b7,682
transformer_l_legacy,1,family_leak,control,0.39558879177971384,1296,,family_08cdd9141b42b8a6,225
transformer_l_legacy,1,family_leak,control,1.1948229353558857,3477,,family_8dd64a20ac498091,194
transformer_l_legacy,1,family_leak,control,0.9323367432548594,2796,,family_8a75620caa46a4bb,320
transformer_l_legacy,1,family_leak,control,0.4670393740260105,2834,,family_7133a47758bc1e83,588
transformer_l_legacy,1,family_leak,control,0.9377657175064087,388,,family_7674fcfd8eb0f8a6,365
transformer_l_legacy,1,family_leak,control,0.9718219808401789,734,,family_b16129a99034b8c9,498
transformer_l_legacy,1,family_leak,control,0.7204529903069298,3285,,family_9a211141e0be1d71,358
transformer_l_legacy,1,family_leak,control,0.7262818461974402,10652,,family_ad2b3cd2ed862d0c,389
transformer_l_legacy,1,family_leak,control,0.8593201066496804,1863,,family_705c36bdf218eff1,222
transformer_l_legacy,1,family_leak,clean_validation,0.8783979946008014,1121,,family_506bf4406cb0d194,321
transformer_l_legacy,1,family_leak,clean_validation,0.5914808829625448,1035,,family_8c2d85eda3c6c0af,565
transformer_l_legacy,1,family_leak,clean_validation,0.5870717738012734,7667,,family_53d69e3df7c4019e,382
transformer_l_legacy,1,family_leak,clean_validation,1.1361509773225964,1543,,family_0682993cd6dae2ed,549
transformer_l_legacy,1,family_leak,clean_validation,1.0021481522097575,367,,family_c2107d3bea36abf9,72
transformer_l_legacy,1,family_leak,clean_validation,1.2349626094753812,2106,,family_13ece3a8f78f89a2,625
transformer_l_legacy,1,family_leak,clean_validation,0.7057366371154785,301,,family_7535ae77a17dc02e,301
transformer_l_legacy,1,family_leak,clean_validation,0.659534255029462,282,,family_fa76be46983f7f33,530
transformer_l_legacy,1,family_leak,clean_validation,0.7790209460104452,10835,,family_cb253f56c14aaef0,1
transformer_l_legacy,1,family_leak,clean_validation,0.9812519034114453,2180,,family_3e4cb248c8f64e86,86
transformer_l_legacy,1,family_leak,clean_validation,0.5907905101776123,216,,family_8b8ebcd5a49b5c95,447
transformer_l_legacy,1,family_leak,clean_validation,0.697337333108177,4678,,family_3cd795074901ac53,460
transformer_l_legacy,1,family_leak,clean_validation,1.339268590648507,688,,family_94d17723c53c0857,457
transformer_l_legacy,1,family_leak,clean_validation,0.3721363665547094,1686,,family_b3d7700f2724b4da,151
transformer_l_legacy,1,family_leak,clean_validation,0.5193432166518103,4418,,family_200325224f3118ec,131
transformer_l_legacy,1,family_leak,clean_validation,0.7653711733212041,598,,family_a2007ec7c2f39458,409
transformer_l_legacy,1,family_leak,clean_validation,0.7599127364005268,2021,,family_0156d6f8bec156a8,264
transformer_l_legacy,1,family_leak,clean_validation,0.7617141245429359,10470,,family_98e69521d6d5ed6a,653
transformer_l_legacy,1,family_leak,clean_validation,1.0897245477373492,1442,,family_d903612ae7a3b48e,633
transformer_l_legacy,1,family_leak,clean_validation,0.588438089561705,8845,,family_1de7a628296b57e3,92
transformer_l_legacy,1,family_leak,clean_validation,0.7019265294075012,261,,family_9868fe525e6f6581,535
transformer_l_legacy,1,family_leak,clean_validation,0.6273801914973824,2133,,family_0f10a03796a0c09e,465
transformer_l_legacy,1,family_leak,clean_validation,0.8859331488455462,4649,,family_c6a487213dca86b0,540
transformer_l_legacy,1,family_leak,clean_validation,0.7518430345260985,5403,,family_4c360aa749c4a1ef,149
transformer_l_legacy,1,family_leak,clean_validation,0.7625252109791156,28440,,family_9cec718d857c608f,115
transformer_l_legacy,1,family_leak,clean_validation,0.12227181866406821,2912,,family_156ffd19a0eec30a,598
transformer_l_legacy,1,family_leak,clean_validation,0.5782761468060854,1477,,family_e4f029933a31381d,573
transformer_l_legacy,1,family_leak,clean_validation,1.3573235882919603,13719,,family_2aeac1591f6f74ea,307
transformer_l_legacy,1,family_leak,clean_validation,0.8980289597593387,697,,family_b476be0b49274370,260
transformer_l_legacy,1,family_leak,clean_validation,0.6361652811461672,6384,,family_9d6498c1a4edbe8c,199
transformer_l_legacy,1,family_leak,clean_validation,1.0362315517508796,8797,,family_177773ab1cfd2532,630
transformer_l_legacy,1,family_leak,clean_validation,0.7918454737047745,6151,,family_1ea2a219a2bdf844,53
transformer_l_legacy,1,family_leak,clean_validation,1.1753805431913822,1692,,family_3dd1e430f3ee7446,9
transformer_l_legacy,1,family_leak,clean_validation,0.9662835597991943,256,,family_44f2b0e77f4af418,650
transformer_l_legacy,1,family_leak,clean_validation,0.5674450081294352,2099,,family_620599f8e0ecd444,47
transformer_l_legacy,1,family_leak,clean_validation,0.5954472422599792,211,,family_1ddad3a2c05e2680,296
transformer_l_legacy,1,family_leak,clean_validation,1.0134214031382878,1179,,family_5174bcfb395c6c93,229
transformer_l_legacy,1,family_leak,clean_validation,0.5583616943013298,5284,,family_752e5140a83655db,560
transformer_l_legacy,1,family_leak,clean_validation,0.6470230454937755,4491,,family_ad503dfcc1e63e96,239
transformer_l_legacy,1,family_leak,clean_validation,0.8655426807141086,2725,,family_af0d017372cb2ffa,643
transformer_l_legacy,1,family_leak,clean_validation,0.8027523487638142,15417,,family_83ead3d96159a25d,395
transformer_l_legacy,1,family_leak,clean_validation,1.0882705826327317,20099,,family_03bc829a418eac27,459
transformer_l_legacy,1,family_leak,clean_validation,0.7197064078199028,2869,,family_312947f388fcd367,638
transformer_l_legacy,1,family_leak,clean_validation,0.7807172304140985,1378,,family_b0968c9d92a309da,302
transformer_l_legacy,1,family_leak,clean_validation,0.6277483258923612,3434,,family_044026fc250ea949,437
transformer_l_legacy,1,family_leak,clean_validation,0.8848107352731673,2460,,family_a77741e8f387ba1b,154
transformer_l_legacy,1,family_leak,clean_validation,1.0581558376107518,1076,,family_e994803a7b762aa2,410
transformer_l_legacy,1,family_leak,clean_validation,1.1857957072754741,7611,,family_6417dd72b6af3eda,404
transformer_l_legacy,1,family_leak,clean_validation,0.9826934158847828,14317,,family_0bab43cce14a333d,471
transformer_l_legacy,1,family_leak,clean_validation,0.20242492002610143,1303,,family_9cc0d2dc7c97039d,213
transformer_l_legacy,1,family_leak,clean_validation,0.5495851312232171,2182,,family_82a4b79ac7e84a17,200
transformer_l_legacy,1,family_leak,clean_validation,1.0138362451717366,13780,,family_f4cb6b9481320847,371
transformer_l_legacy,1,family_leak,clean_validation,0.700506721395503,4024,,family_5bd01148f60d04e0,120
transformer_l_legacy,1,family_leak,clean_validation,0.4134635235516072,1806,,family_17daca9afdd839fe,568
transformer_l_legacy,1,family_leak,clean_validation,0.8864869400027959,538,,family_276804a34673f756,304
transformer_l_legacy,1,family_leak,clean_validation,0.9447199311026655,5998,,family_92b0513dee6f07dd,25
transformer_l_legacy,1,family_leak,clean_validation,0.6239475583309656,1092,,family_9b1a4d796317c86e,613
transformer_l_legacy,1,family_leak,clean_validation,1.0010049158601688,2523,,family_7cf31d6371e489fd,48
transformer_l_legacy,1,family_leak,clean_validation,0.9395356706666154,2766,,family_705d9aa21ef59c14,339
transformer_l_legacy,1,family_leak,clean_validation,0.7833171592326417,8912,,family_e7a8a4c136ad4c88,334
transformer_l_legacy,1,family_leak,clean_validation,0.2241536627668853,654,,family_2cd67233ffc8de8d,587
transformer_l_legacy,1,family_leak,clean_validation,0.7784369724441911,4195,,family_61367478b0d50a39,360
transformer_l_legacy,1,family_leak,clean_validation,1.2743918254982405,5468,,family_6a5eb7c975a3a6a8,73
transformer_l_legacy,1,family_leak,clean_validation,0.6519774883810064,3567,,family_e9c05c6e37633fe0,500
transformer_l_legacy,1,family_leak,clean_validation,0.9523760047964395,8451,,family_8209ef2211a8fa80,662
transformer_l_legacy,1,family_leak,clean_validation,0.7492811316505391,1880,,family_534587ddf3c590a6,507
transformer_l_legacy,1,family_leak,clean_validation,0.574766615409966,13034,,family_88000d4a34b43f6f,109
transformer_l_legacy,1,family_leak,clean_validation,0.770350456237793,357,,family_09ba6788519a60f2,293
transformer_l_legacy,1,family_leak,clean_validation,0.6514838333108425,3111,,family_3297a1612112b3a9,99
transformer_l_legacy,1,family_leak,clean_validation,0.6643319380929528,5018,,family_77156022943ef360,516
transformer_l_legacy,1,family_leak,clean_validation,0.4583961193055305,7328,,family_843eb0e7d3797357,673
transformer_l_legacy,1,family_leak,clean_validation,1.058269384666462,3015,,family_e3e1e8490f43c6b7,67
transformer_l_legacy,1,family_leak,clean_validation,0.45192286937065373,1377,,family_33bc1bfb24a91122,238
transformer_l_legacy,1,family_leak,clean_validation,0.6164430975914001,201,,family_cef9e09ff37dd808,56
transformer_l_legacy,1,family_leak,clean_validation,0.8110844834094367,5248,,family_85be83889927906f,367
transformer_l_legacy,1,family_leak,clean_validation,1.1263303421243602,1727,,family_933c96d2bfde210b,303
transformer_l_legacy,1,family_leak,clean_validation,1.1138743926195582,10048,,family_113476d14044fff1,478
transformer_l_legacy,1,family_leak,clean_validation,0.9507084231907974,15822,,family_b2cc89a22bd3650f,259
transformer_l_legacy,1,family_leak,clean_validation,0.5324215504753951,14004,,family_009b778c57456b7a,244
transformer_l_legacy,1,family_leak,clean_validation,0.5939673567513938,1902,,family_38ceea7c76f255b3,343
transformer_l_legacy,1,family_leak,clean_validation,0.83134326338768,442,,family_7a48a7509f2ed688,646
transformer_l_legacy,1,family_leak,clean_validation,1.2548346984922802,11424,,family_a9e91a290c2b5c30,651
transformer_l_legacy,1,family_leak,clean_validation,0.5877793586151808,3612,,family_b22cb24378dd7aaa,550
transformer_l_legacy,1,family_leak,clean_validation,0.8793309924964484,1179,,family_bdd6debf555477b4,78
transformer_l_legacy,1,family_leak,clean_validation,0.38960259122724394,2478,,family_d997865401469e31,454
transformer_l_legacy,1,family_leak,clean_validation,0.5176688582993205,14923,,family_1a70716ad19cc9d6,328
transformer_l_legacy,1,family_leak,clean_validation,0.7850136072948404,7486,,family_cbf8d1e12b32df90,586
transformer_l_legacy,1,family_leak,clean_validation,1.67348313331604,102,,family_1423635df94c5343,577
transformer_l_legacy,1,family_leak,clean_validation,1.3983217268174397,6210,,family_5ec977e50f88a732,635
transformer_l_legacy,1,family_leak,clean_validation,1.400869607925415,46,,family_13449e7cf493b2f6,192
transformer_l_legacy,1,family_leak,clean_validation,1.0664369524298367,1619,,family_fb7471c20f2b4aed,218
transformer_l_legacy,1,family_leak,clean_validation,1.1189593970148186,1425,,family_502f200f3e0313b3,374
transformer_l_legacy,1,family_leak,clean_validation,0.9432328028968637,5579,,family_06f033ae1dede60a,166
transformer_l_legacy,1,family_leak,clean_validation,0.46404995094648904,3871,,family_d5bc99ec8cbbe193,352
transformer_l_legacy,1,family_leak,clean_validation,0.9098599653390912,844,,family_a913d556915e01ff,319
transformer_l_legacy,1,family_leak,clean_validation,0.9902104437351227,462,,family_26d482864d00ab2a,453
transformer_l_legacy,1,family_leak,clean_validation,0.7679049512387126,593,,family_9e1b57363d3766ce,356
transformer_l_legacy,1,family_leak,clean_validation,1.0659471688038107,20615,,family_b4dc091216fd58c5,32
transformer_l_legacy,1,family_leak,clean_validation,0.6509122543028057,839,,family_dd4daa9a12128180,256
transformer_l_legacy,1,family_leak,clean_validation,0.6843048923945154,12260,,family_6e4ca288c20596c8,249
transformer_l_legacy,1,family_leak,clean_validation,0.8200377833856678,7092,,family_eb607bef12aaa172,502
transformer_l_legacy,1,family_leak,clean_validation,0.940044520849205,498,,family_04b84faa8791236a,487
transformer_l_legacy,1,family_leak,clean_validation,0.9534232706366899,2505,,family_d3c3ffd4bf041662,85
transformer_l_legacy,1,family_leak,clean_validation,1.1951736907051496,2643,,family_d204b7d342411c5e,677
transformer_l_legacy,1,family_leak,clean_validation,1.2773562717612923,49132,,family_82c86f72a6ba2d05,680
transformer_l_legacy,1,family_leak,clean_validation,1.4415895741951699,9141,,family_213ae165418380ad,206
transformer_l_legacy,1,family_leak,clean_validation,0.8061751127243042,206,,family_b4ad6d59b30dc431,658
transformer_l_legacy,1,family_leak,clean_validation,0.8970750329432705,5751,,family_66bfed3171c47d48,308
transformer_l_legacy,1,family_leak,clean_validation,0.7725388860121982,1191,,family_1042e6cfc0da940b,561
transformer_l_legacy,1,family_leak,clean_validation,0.6047910724110799,1825,,family_1b004e877fd9c150,444
transformer_l_legacy,1,family_leak,clean_validation,0.5593709809545855,3043,,family_cd0df1b5c356cfbf,40
transformer_l_legacy,1,family_leak,clean_validation,0.44322972893714907,6195,,family_87bb078a1609e1d4,594
transformer_l_legacy,1,family_leak,clean_validation,0.34730702602739644,5398,,family_365ed3f794ae6917,636
transformer_l_legacy,1,family_leak,clean_validation,0.7149149436030034,5270,,family_64aded009d0aa19d,252
transformer_l_legacy,1,family_leak,clean_validation,1.5193239450454712,126,,family_62119591a5d0e802,591
transformer_l_legacy,1,family_leak,clean_validation,0.9265185228565282,1425,,family_2573c0454c4f3b47,170
transformer_l_legacy,1,family_leak,clean_validation,0.8859949675729362,3936,,family_784552c59e6cde90,116
transformer_l_legacy,1,family_leak,clean_validation,0.8044502507749874,8970,,family_a0873d1045e6de73,179
transformer_l_legacy,1,family_leak,clean_validation,0.8058444857597351,261,,family_d7f647fc704e4090,503
transformer_l_legacy,1,family_leak,clean_validation,0.6874439120292664,582,,family_de177b5bfd3b4ad4,36
transformer_l_legacy,1,family_leak,clean_validation,1.0387603044509888,271,,family_57d0908d211a3aeb,446
transformer_l_legacy,1,family_leak,clean_validation,0.5582405924797058,221,,family_5f8fbce42478804e,652
transformer_l_legacy,1,family_leak,clean_validation,1.1940731113664123,2286,,family_48d0cb7d67246d93,483
transformer_l_legacy,1,family_leak,clean_validation,0.6716206101669515,598,,family_9f0867df23aab646,64
transformer_l_legacy,1,family_leak,clean_validation,0.6496129648531637,1550,,family_60fbccdcfac8d45f,201
transformer_l_legacy,1,family_leak,clean_validation,0.6304594066517413,3993,,family_222129623ae1d868,331
transformer_l_legacy,1,family_leak,clean_validation,1.2171409468633372,3553,,family_d12ec4943d04fda6,381
transformer_l_legacy,1,family_leak,clean_validation,1.0884469747543335,613,,family_ca5f7811310d4979,421
transformer_l_legacy,1,family_leak,clean_validation,0.9029721640091353,8917,,family_1a9b3b213cd3f0fe,289
transformer_l_legacy,1,family_leak,clean_validation,0.9201232057632619,6357,,family_8597a33e1a97ed61,234
transformer_l_legacy,1,family_leak,clean_validation,0.5987287759780884,331,,family_34fbf3c76cd35578,445
transformer_l_legacy,1,family_leak,clean_validation,1.2267219725593193,1525,,family_064fc18d23d7f6e0,171
transformer_l_legacy,1,family_leak,clean_validation,0.6027773892066303,13091,,family_1cb15a71042b13f5,469
transformer_l_legacy,1,family_leak,clean_validation,0.6879093432889402,412,,family_e6b4aacd5803536e,674
transformer_l_legacy,1,family_leak,clean_validation,0.8062079871658306,2764,,family_387cf57640b6d8de,4
transformer_l_legacy,1,family_leak,clean_validation,0.8752233557163507,15176,,family_2decb8320f2dfd02,113
transformer_l_legacy,1,family_leak,clean_validation,1.7266708285067311,15931,,family_ac0f9bcdce618038,518
transformer_l_legacy,1,family_leak,clean_validation,0.6835632920265198,221,,family_59a690110c469b8f,282
transformer_l_legacy,1,family_leak,clean_validation,0.7738785147666931,177,,family_242be05bb379eeaa,486
transformer_l_legacy,1,family_leak,clean_validation,0.9298701882362366,291,,family_8adbaad5b4f10b73,250
transformer_l_legacy,1,family_leak,clean_validation,0.7865546843181467,5841,,family_e7650acc72c99e33,285
transformer_l_legacy,1,family_leak,clean_validation,1.2122491000042346,2629,,family_cc51c1d0bd72fc52,517
transformer_l_legacy,1,family_leak,clean_validation,0.6036565899848938,271,,family_1fc3e8d69842199a,346
transformer_l_legacy,1,family_leak,clean_validation,0.6623254756939965,6498,,family_44bf22828218a5dc,223
transformer_l_legacy,1,family_leak,clean_validation,1.5427471928619312,1045,,family_423514ea82205c90,118
transformer_l_legacy,1,family_leak,clean_validation,0.8270914544629321,11303,,family_d065b978d8d6363c,233
transformer_l_legacy,1,family_leak,clean_validation,0.5357792612778897,13543,,family_34c0276853df68f6,592
transformer_l_legacy,1,family_leak,clean_validation,0.5564997364604284,1260,,family_1086f01990d35911,161
transformer_l_legacy,1,family_leak,clean_validation,0.6513960347685034,6524,,family_272ea12129852d21,83
transformer_l_legacy,1,family_leak,clean_validation,0.4713930375711366,458,,family_ab58c5df98c64c96,242
transformer_l_legacy,1,family_leak,clean_validation,0.3841565753161523,6518,,family_05ac1b1c30b4cc2e,514
transformer_l_legacy,1,family_leak,clean_validation,1.2823506190488614,20441,,family_57e56909cbd77983,472
transformer_l_legacy,1,family_leak,clean_validation,0.36941608786582947,201,,family_5dd2a8be853b78e8,22
transformer_l_legacy,1,family_leak,clean_validation,0.9756710195335848,1856,,family_9830d264b28c22a3,68
transformer_l_legacy,1,family_leak,clean_validation,0.5274481773376465,196,,family_142c201c93af1056,55
transformer_l_legacy,1,family_leak,clean_validation,0.9138604140253922,859,,family_8dee2f974b6e774e,17
transformer_l_legacy,1,family_leak,clean_validation,0.6829889580229153,7603,,family_1714b2bcb66f3a32,411
transformer_l_legacy,1,family_leak,clean_validation,1.1173580848267946,4503,,family_0b7033c8335243d6,210
transformer_l_legacy,1,family_leak,clean_validation,1.2279599150440286,30865,,family_f7fc3a6587acd552,669
transformer_l_legacy,1,family_leak,clean_validation,0.665949928651992,1318,,family_3073b2c859362b6b,537
transformer_l_legacy,1,family_leak,clean_validation,1.0219322443008423,682,,family_1022f1461ea02448,297
transformer_l_legacy,1,family_leak,clean_validation,0.9126249551773071,101,,family_ccc461da40d9ac0d,420
transformer_l_legacy,1,family_leak,clean_validation,1.162853959042501,6806,,family_4c7eec40a9857f16,668
transformer_l_legacy,1,family_leak,clean_validation,0.42366848987173933,1856,,family_ea447f225e37bcff,496
transformer_l_legacy,1,family_leak,clean_validation,1.5416399386290442,7555,,family_3335e158c995dd8a,148
transformer_l_legacy,1,family_leak,clean_validation,1.0285134193616632,12481,,family_d521b23ed1f019c7,121
transformer_l_legacy,1,family_leak,clean_validation,0.9209263414685341,5235,,family_0134076cacfda355,392
transformer_l_legacy,1,family_leak,clean_validation,1.1401806275049846,738,,family_56b2cba7fc132ef1,574
transformer_l_legacy,1,family_leak,clean_validation,0.8443538517984626,1022,,family_442e47d64373ea42,214
transformer_l_legacy,1,family_leak,clean_validation,0.7182028031475511,2076,,family_81ddae8c86d6f244,388
transformer_l_legacy,1,family_leak,clean_validation,0.9994780095458331,1191,,family_c182d668dd0813f1,368
transformer_l_legacy,1,family_leak,clean_validation,0.8479926178900941,824,,family_3619ff0a23b6cf76,583
transformer_l_legacy,1,family_leak,clean_validation,0.6794486512452262,2344,,family_8d7f055fadcc2466,554
transformer_l_legacy,1,family_leak,clean_validation,0.8032646012608491,9248,,family_47eed942bba714a7,119
transformer_l_legacy,1,family_leak,clean_validation,1.114007830619812,331,,family_4ad0ed70281e61b7,697
transformer_l_legacy,1,family_leak,clean_validation,0.48081965711103436,1428,,family_2caaaadc23ec98ec,248
transformer_l_legacy,1,family_leak,clean_validation,0.37408852564594736,945,,family_762c3082afd0d823,337
transformer_l_legacy,1,family_leak,clean_validation,0.9518602616606728,5437,,family_fb27253a42766057,212
transformer_l_legacy,1,family_leak,clean_validation,1.1200433383758237,2371,,family_892f6f575ad06fdb,351
transformer_l_legacy,1,family_leak,clean_validation,0.982177533308665,1200,,family_8aa0ed5e323eeb0d,195
transformer_l_legacy,1,family_leak,clean_validation,0.976187354696004,18135,,family_7069de93803bf73e,510
transformer_l_legacy,1,family_leak,clean_validation,0.5525028245066697,4240,,family_d6ff844172b34405,280
transformer_l_legacy,1,family_leak,clean_validation,0.6342089580353429,3515,,family_01939a8c620ed9e1,610
transformer_l_legacy,1,family_leak,clean_validation,0.5886041575546413,5006,,family_94b530a2eeef7b05,675
transformer_l_legacy,1,family_leak,clean_validation,0.4006035343866731,523,,family_b298a2c79b9acf61,186
transformer_l_legacy,1,family_leak,clean_validation,0.8282039165675819,6660,,family_4a86fa42bce94e67,26
transformer_l_legacy,1,family_leak,clean_validation,0.6726621985435486,497,,family_7af8a28c6e85bc8b,141
transformer_l_legacy,1,family_leak,clean_validation,1.3565341234207153,11,,family_99483ac7e710751f,175
transformer_l_legacy,1,family_leak,clean_validation,0.6513237319020337,860,,family_644383b9a5c7153d,50
transformer_l_legacy,1,family_leak,clean_validation,0.8535870913864851,714,,family_e08ea0e927cfea58,369
transformer_l_legacy,1,family_leak,clean_validation,0.8785450995048389,5217,,family_44cee7ecbafdaa0c,628
transformer_l_legacy,1,family_leak,clean_validation,0.9692663221815948,2391,,family_46ee5adc2c70d33b,312
transformer_l_legacy,1,family_leak,clean_validation,0.5799387693405151,226,,family_363f18ff9cdd663b,101
transformer_l_legacy,1,family_leak,clean_validation,0.5329396929876642,3794,,family_0f72232dcd828b96,526
transformer_l_legacy,1,family_leak,clean_validation,0.7012484069225243,2971,,family_97eeaf7b4a9c3731,434
transformer_l_legacy,1,family_leak,clean_validation,1.0281601070356363,7619,,family_09e1821e1435425f,490
transformer_l_legacy,1,family_leak,clean_validation,1.3053785562515259,301,,family_3e481fb1fbc87581,596
transformer_l_legacy,1,family_leak,clean_validation,0.3639370859473514,3261,,family_a43a516a7577f1ec,398
transformer_l_legacy,1,family_leak,clean_validation,0.39233270307475887,20304,,family_c70bbb1238ec368c,338
transformer_l_legacy,1,family_leak,clean_validation,1.4056669626083045,14843,,family_e7c9171f786b99da,183
transformer_l_legacy,1,family_leak,clean_validation,0.7772936820983887,583,,family_eac4733b2dae986d,69
transformer_l_legacy,1,family_leak,clean_validation,0.66995238851133,10963,,family_dcee5dfcf9fc6031,489
transformer_l_legacy,1,family_leak,clean_validation,0.5909440068469741,1086,,family_ba88844813c478c8,488
transformer_l_legacy,1,family_leak,clean_validation,0.8402710629724021,3671,,family_e3b1d0c18a60396e,626
transformer_l_legacy,1,family_leak,clean_validation,0.9545937517171122,2870,,family_455ecec853565931,619
transformer_l_legacy,1,family_leak,clean_validation,0.9607076048851013,291,,family_db0f95ba35a66044,329
transformer_l_legacy,1,family_leak,clean_validation,1.1313807692712932,7391,,family_f4900aed0a1c77c5,268
transformer_l_legacy,1,family_leak,clean_validation,0.6321804155588275,3814,,family_641e72e8ff1c1166,146
transformer_l_legacy,1,family_leak,clean_validation,0.8802173495343165,14163,,family_2312c27769277b81,470
transformer_l_legacy,1,family_leak,clean_validation,0.6936527098515817,3944,,family_1e6bf6c8d5b78e1a,640
transformer_l_legacy,1,family_leak,clean_validation,0.4984536900111354,7532,,family_502e6b70666e84f8,162
transformer_l_legacy,1,family_leak,clean_validation,0.7815778912172949,619,,family_a55f889fcbd8ead5,59
transformer_l_legacy,1,family_leak,clean_validation,0.6537805199623108,487,,family_d9ef2ad04ba5030a,94
transformer_l_legacy,1,family_leak,clean_validation,0.9773634144807244,3740,,family_6ecb17a2196b524b,216
transformer_l_legacy,1,family_leak,clean_validation,0.5868407716982762,21036,,family_6eb33acc697900b1,189
transformer_l_legacy,1,family_leak,clean_validation,0.6088080608180559,15489,,family_71038ecc81cc310d,567
transformer_l_legacy,1,family_leak,clean_validation,0.8612172911052496,7528,,family_43d070bb1d4728eb,436
transformer_l_legacy,1,family_leak,clean_validation,0.706261442215754,4143,,family_e943e5ae3161e964,215
transformer_l_legacy,1,family_leak,clean_validation,1.0016323358566024,1639,,family_977c404bc438de36,129
transformer_l_legacy,1,family_leak,clean_validation,0.8778839408270249,1654,,family_eb05ccf771a0f6fa,167
transformer_l_legacy,1,family_leak,clean_validation,0.6240159443899491,658,,family_f76575f43ce9f715,211
transformer_l_legacy,1,family_leak,clean_validation,0.9317821860313416,126,,family_c44c8014b64e9662,271
transformer_l_legacy,1,family_leak,clean_validation,1.0502788181275406,1615,,family_db3db1576a406cc8,647
transformer_l_legacy,1,family_leak,clean_validation,0.7505335503719283,3001,,family_74d6ca4f4b3ca714,198
transformer_l_legacy,1,family_leak,clean_validation,1.1046383624121214,13326,,family_e28197e9cf6fc68d,82
transformer_l_legacy,1,family_leak,clean_validation,1.1385287199870195,5959,,family_1bbcc4218f93ca73,585
transformer_l_legacy,1,family_leak,clean_validation,0.4253576587089766,5926,,family_6efa1cacb9ad3d66,450
transformer_l_legacy,1,family_leak,clean_validation,0.9130123491956025,1483,,family_293d3c58434ea432,424
transformer_l_legacy,1,family_leak,clean_validation,1.1387704902052491,307,,family_bb7a3764a0cb51ef,185
transformer_l_legacy,1,family_leak,clean_validation,0.3292107137339226,3853,,family_ce939a871f73797e,654
transformer_l_legacy,1,family_leak,clean_validation,0.5911461995257127,11511,,family_bf58440f90351608,656
transformer_l_legacy,1,family_leak,clean_validation,1.195734366724072,47814,,family_b13e3197621b6a67,665
transformer_l_legacy,1,family_leak,clean_validation,0.8565580464588798,5155,,family_e5b4b48758cc10cf,0
transformer_l_legacy,1,family_leak,clean_validation,0.5172943567259367,10750,,family_873455800f3af360,90
transformer_l_legacy,1,family_leak,clean_validation,0.1882900347191732,1648,,family_5b4f410a68b26980,294
transformer_l_legacy,1,family_leak,clean_validation,0.7870567001730117,6820,,family_6555b7af6b1e876d,333
transformer_l_legacy,1,family_leak,clean_validation,0.30258771793327954,9581,,family_c8ed53e602d47d77,373
transformer_l_legacy,1,family_leak,clean_validation,0.4806143147604806,910,,family_b7724334fda37767,2
transformer_l_legacy,1,family_leak,clean_validation,0.5178948659473727,6232,,family_e1e6b4777ab2f0d3,525
transformer_l_legacy,1,family_leak,clean_validation,0.6076163340271741,10054,,family_68b8fd69ce397884,205
transformer_l_legacy,1,family_leak,clean_validation,0.5718249678611755,261,,family_4484ffde0b8eeb1e,468
transformer_l_legacy,1,family_leak,clean_validation,1.153283113883505,5772,,family_f6c8d7d7ccb2fb7c,659
transformer_l_legacy,1,family_leak,clean_validation,0.8132733682820041,8322,,family_bf5e46a018cc309f,91
transformer_l_legacy,1,family_leak,clean_validation,1.197008873512893,3333,,family_74d92a6b925fff2b,361
transformer_l_legacy,1,family_leak,clean_validation,1.304406575177679,755,,family_fecd8209b4231ff0,562
transformer_l_legacy,1,family_leak,clean_validation,0.8109087853513679,1047,,family_a5b4b56c411c3e3e,19
transformer_l_legacy,1,family_leak,clean_validation,0.6703711087920307,3038,,family_125b174edd279860,622
transformer_l_legacy,1,family_leak,clean_validation,0.8659217857697155,12165,,family_4fd03386572a5e7d,49
transformer_l_legacy,1,family_leak,clean_validation,0.7920688980696152,784,,family_b683e3dda3d53d7d,499
transformer_l_legacy,1,family_leak,clean_validation,0.7021177720235997,5434,,family_7cc38e130f767be2,152
transformer_l_legacy,1,family_leak,clean_validation,0.8658432237164465,2004,,family_c1cf47c50b324615,620
transformer_l_legacy,1,family_leak,clean_validation,0.5501881241798401,277,,family_e6f89a8fd4c28042,671
transformer_l_legacy,1,family_leak,clean_validation,1.1449711238026532,5436,,family_f32207a4bd1be5f3,641
transformer_l_legacy,1,family_leak,clean_validation,0.851412967786397,730,,family_750c1b7c9293fca0,555
transformer_l_legacy,1,family_leak,clean_validation,0.4283808333661653,2518,,family_dff095b3f9ea4486,228
transformer_l_legacy,1,family_leak,clean_validation,0.878832381274832,1393,,family_03f94974e43a6f72,219
transformer_l_legacy,1,family_leak,clean_validation,0.6887334142753947,11470,,family_20755f596dac4ad8,538
transformer_l_legacy,1,family_leak,clean_validation,0.23256180096147988,11134,,family_a5fb3561532a1515,251
transformer_l_legacy,1,family_leak,clean_validation,0.7525506395302661,10047,,family_09f185032eec1684,15
transformer_l_legacy,1,family_leak,clean_validation,0.7843590211370638,2108,,family_449b876c5d7555de,648
transformer_l_legacy,1,family_leak,clean_validation,1.139046013984473,9757,,family_17c63d0cae51b4f0,552
