family_id,split,seed_0_delta,seed_1_delta,seed_2_delta,mean_delta,negative_direction,family_order
family_ea1251a92d0d608d,control,-0.010021415849526705,0.020494879947768274,-0.016185427705446898,-0.0019039878690684426,True,408
family_20959b526eb3f90b,control,0.041481612598259554,-0.0072092525966970245,0.023457346464941353,0.019243235488834626,False,409
family_98b6d659a93238e0,control,0.019260634316536462,-0.011008628873884985,-0.0031498744642524112,0.001700710326133022,False,414
family_474f139056c4a4a8,control,0.006142468593845318,0.008740426845509852,0.0004194611683487892,0.00510078553590132,False,415
family_56ee0f65aee3b01a,control,0.009465133642778345,-0.003134152594534756,-0.002811673658021263,0.001173102463407442,False,416
family_12b4e37d97465d0a,control,0.0032635271889822626,0.016787402153015107,0.023810535430908275,0.014620488257635214,False,418
family_28a333d9037bf992,control,0.03694190793404628,-0.009181458248002872,0.01925297471738996,0.015671141467811123,False,420
family_7dccd114e1c42fda,control,0.01976614593989834,-0.0015391734662818513,-0.0021940641651198023,0.005344302769498895,False,422
family_98f3631f76084496,control,0.020435825111027484,0.0014018340570612908,0.022646608914896227,0.014828089360995,False,423
family_cd6b8c017c692fc0,control,-0.009691170011750017,-0.018828923125231878,-0.014158975909617344,-0.014226356348866412,True,425
family_7805857c4980d13c,control,0.007662200589314605,-0.005572365991151795,-0.0024643470792498068,-0.00012483749369566569,True,427
family_ba502bbadd80dbad,control,-0.009452307557506368,-0.0009440672380847115,-0.014454019157695397,-0.008283464651095493,True,428
family_ae10005ebef62f9a,control,0.01445924660949277,0.0007465749923104559,-0.01155365222390553,0.0012173897926325654,False,431
family_1a517eb1bb640998,control,-0.014139712870912313,0.007139875281267749,-0.0009033486223543608,-0.0026343954039996418,True,433
family_44153237d3401d70,control,0.014684104691088717,-0.014022872080521331,-0.007197412917946622,-0.002178726769126412,True,434
family_f8a4c4cf96d7d3a4,control,0.04916274547576904,0.007676601409912109,-0.1363910436630249,-0.026517232259114582,True,435
family_35a8274c2c9e03b7,control,0.026071427396987035,-0.015343262876353847,-0.019594979925856182,-0.0029556051350743315,True,436
family_c199799f0010c2ba,control,0.013354137349976258,0.012258686590002843,0.013649567781799488,0.01308746390725953,False,437
family_3fe46c2063150b43,control,0.015337643255057598,0.0059239079177196285,-0.014611006492660172,0.0022168482267056846,False,439
family_ddc2b06f90b14767,control,0.00026034423476684054,-0.013352306758041554,0.004940380775309228,-0.0027171939159884952,True,440
family_ef81322fe4591b85,control,-0.015306672208063477,0.001596659089949548,-0.0165817220336546,-0.01009724505058951,True,442
family_252435156f9ef851,control,-0.010427203184614542,0.001019657589495182,-0.005507577365885197,-0.004971707653668185,True,443
family_8eb050e85c8cbe00,control,0.025120498520516787,-0.00371246220534327,-0.017930989808986775,0.0011590155020622477,False,444
family_f0e97a3ae19f4883,control,0.0008031814417402416,-0.003068337401330723,-0.006875180396695324,-0.003046778785428602,True,445
family_f7f3839ac58c1a58,control,0.03466477516937905,-0.002100593737653811,0.0042057826838179935,0.012256654705181077,False,447
family_95ae66ec7f1b9697,control,0.006445312491057065,-0.0027220085296788543,-0.010739494753229661,-0.0023387302639504837,True,448
family_5ac6bbfde7e41ea2,control,0.022773926416873258,0.0015920469839091345,0.025647390698652517,0.016671121366478303,False,452
family_cab1c6011a1fdaa6,control,-0.0004925321470116151,-0.005314498412786195,0.00046162903541879796,-0.0017818005081263373,True,455
family_17644d105f6d79d5,control,0.08451130013883268,0.0008694248901437995,-0.026848322516727197,0.019510800837416426,False,458
family_106f59648a0c9c35,control,-0.01809517042484987,-0.02809828188823038,-0.01859238613880887,-0.02159527948396304,True,460
family_3c27a50068e49a53,control,0.03875753422904715,-0.05317701491634397,0.037086356454793856,0.007555625255832347,False,461
family_0c4758d0d8c17e4c,control,-0.009132208085110727,-0.0030815567391524468,0.0002814221069986633,-0.003977447572421504,True,464
family_4857774525078786,control,0.016316411200954062,-0.0021788954286319218,-0.005076144936690397,0.003020456945210581,False,466
family_43d964487922f8ef,clean_validation,0.1446678169530713,-0.0658982692736585,-0.12628890722283814,-0.015839786514475113,True,1
family_c57c54f6ba0d776c,clean_validation,0.01705065842665865,0.005549185455767325,-0.0008439478850575943,0.007251965332456127,False,2
family_5da0ba5097bc19d0,clean_validation,0.0027763111164503806,-0.009905541769398618,-0.02852123871371781,-0.011883489788888682,True,3
family_bdc5646a39fdf7df,clean_validation,-0.0092943700800307,-0.011300659387930456,0.0078467500095864,-0.004249426486124919,True,4
family_bb3044002b4e58d3,clean_validation,0.01514954487873238,-0.011433356993028498,-0.017175129282972434,-0.004486313799089518,True,6
family_0747deadeb7f7b70,clean_validation,-0.010004823237496407,-0.032082628268567226,-0.020854731556089523,-0.020980727687384387,True,7
family_4baef2e304b84828,clean_validation,0.03474160809906168,-0.009428431387661251,-0.00948110218761733,0.005277358174594367,False,10
family_758bfda9a8447363,clean_validation,0.01596640248591652,-0.022935086516318592,-0.018384608844615014,-0.008451097625005696,True,12
family_af46046507aa5c4b,clean_validation,-0.022874299648253493,-0.017596346121454443,-0.025346215541394712,-0.021938953770367548,True,13
family_947e8f8d14934de3,clean_validation,0.009029956832528163,0.0040865251794457436,0.008451666273176728,0.007189382761716878,False,14
family_2ff844206e33f622,clean_validation,-0.00362081974794648,-0.006384395593861447,0.008910284857161277,-0.00036497682821555005,True,15
family_9eaff47c6da3797b,clean_validation,0.003183191798927676,-0.007525599389448079,-0.012356934351941185,-0.005566447314153862,True,21
family_b64927abcac796eb,clean_validation,0.017766092164578473,-0.013219450474067251,0.009429328182346763,0.004658656624285995,False,25
family_9f65f14acf3a875e,clean_validation,0.016536666732731353,-0.011821738466764375,-0.005201895320833039,-0.00016232235162202033,True,34
family_a205b4830de0571b,clean_validation,-0.007009462784594467,0.011136948480380715,0.008109868530213227,0.004079118075333159,False,35
family_041ea9c412b040a1,clean_validation,0.025507832095864158,0.005057216427299394,-0.0011969274215484216,0.009789373700538376,False,36
family_4ff754452abfe1ad,clean_validation,0.009957953434561961,-0.02164202903354806,-0.038113310183189086,-0.016599128594058394,True,37
family_4ac111dfdda85e07,clean_validation,0.13360059261322021,-0.03458857536315918,-0.012094259262084961,0.028972585995992024,False,38
family_e99579b2e183d1df,clean_validation,-0.0026299432905950715,-0.01593874758267899,-0.021674167681731804,-0.013414286185001956,True,39
family_8c6ad2ae9108308a,clean_validation,-0.003537562877199793,0.004031410422863778,-0.0003971104209557208,3.224570823608802e-05,False,41
family_5da5a44d5ce0c35c,clean_validation,0.018420389115746505,0.009404353933191278,0.020899667585266624,0.01624147021140147,False,43
family_f316d9b341fbcc19,clean_validation,0.007845860650232628,-0.03006830604665789,-0.042386453021261095,-0.02153629947256212,True,44
family_589dd5dee42e0ba5,clean_validation,0.005838316949297706,0.00367760817098417,0.033741912506294325,0.014419279208858734,False,47
family_d43af69a6d60a3af,clean_validation,0.012761346083048852,-0.01968104760825723,-0.025046688240666137,-0.010655463255291505,True,49
family_94351083126b6b1b,clean_validation,0.0077387875319936406,-0.018260512080816027,-0.00011723285083320434,-0.0035463191332185304,True,51
family_98892bedb7f9d59b,clean_validation,0.003799595026172664,-0.014921171845555525,-0.024247681594167125,-0.011789752804516662,True,54
family_b45e27dc8b0341f7,clean_validation,0.030660733796117334,0.003370459864561637,9.909773110750031e-05,0.011376763797262157,False,57
family_c7ff83fca90f3302,clean_validation,0.013776032076259326,-0.005386408062735992,-0.006310143974458338,0.0006931600130216653,False,58
family_da99c7268499e201,clean_validation,0.008225783173406054,-0.012057995389346043,-0.07075724118941196,-0.024863151135117317,True,60
family_1e497d5fdffc2861,clean_validation,0.012142538331275765,-0.0052002363426740805,-0.001569159964258382,0.0017910473414477675,False,61
family_ebe8375ee890567f,clean_validation,-0.004745520338290898,-4.797481780205448e-05,0.007566295160056025,0.0009242666679876906,False,62
family_c80507fcf9585b1a,clean_validation,0.02053168206877709,-0.00545378133490404,0.013561015297140933,0.009546305343671327,False,63
family_9b9f0055f4a82932,clean_validation,-0.004754466292095527,-0.018902760012636577,-0.00465607850680827,-0.009437768270513458,True,64
family_70436089a4c770d4,clean_validation,0.009503542183289415,-0.05530816081728429,-0.04617457492252974,-0.030659731185508205,True,65
family_79c56d72187d17b4,clean_validation,0.022160219315948027,-0.0022504636800778632,-0.010066936948190941,0.0032809395625597406,False,66
family_a6318d458c7ff0f0,clean_validation,0.0038685186342759526,0.025377045281521626,-0.03578488308113892,-0.0021797730551137797,True,68
family_749fba182099ed6d,clean_validation,-0.00402213682667385,-0.0041250026332888545,0.030370360490759918,0.007407740343599071,False,71
family_65381b6f4bb99830,clean_validation,-0.009832620620727539,0.0052613019943237305,-0.10157370567321777,-0.03538167476654053,True,73
family_294bd1c8183f7513,clean_validation,0.030177380756891692,-0.018351477183040643,-0.005228350956266392,0.002199184205861552,False,83
family_9d7e640ca06153e6,clean_validation,0.01732087044510988,0.0003509135218336956,-0.0031655882718041317,0.004835398565046482,False,84
family_749f025de5f99eeb,clean_validation,-0.010130116369583386,0.0018142856967266474,0.015890208073639722,0.002524792466927661,False,85
family_e8cb9897ff240a4d,clean_validation,0.007683830305854289,0.013423020667570784,-0.009966509204679452,0.00371344725624854,False,88
family_91fe9ebe937e9a4f,clean_validation,0.014078448330634596,0.0006856365455390478,-0.023781984122142108,-0.0030059664153228214,True,89
family_9464bde23ede34ad,clean_validation,0.002167178960615246,-0.020505133584059365,-0.24189407360847137,-0.08674400941063849,True,92
family_825a5ea04144cdf5,clean_validation,0.02589387838223034,0.016993352302205222,-0.01075581301477968,0.010710472556551961,False,97
family_8024beb4c78afab2,clean_validation,0.01937179071670872,0.004178354043071569,-0.0034652620048846172,0.006694960918298558,False,99
family_b29c451a4015599c,clean_validation,0.013967392186910899,-0.0006087057489444492,0.019309092689635765,0.010889259709200738,False,102
family_2011077d07b209b8,clean_validation,0.0026845655573045635,0.010320824482620838,-0.021466409207458792,-0.00282033972251113,True,107
family_958e7885cfed5eee,clean_validation,0.02035866732351488,0.0008070443831434959,0.006976270226804582,0.009380660644487651,False,110
family_edcd18dc1b4c2424,clean_validation,0.016691938042640686,0.004660417484182888,-0.005462797540250586,0.005296519328857663,False,111
family_854445fdf03203cb,clean_validation,0.002029807077870871,-0.00917025044777725,-0.017651170847745645,-0.008263871405884008,True,112
family_454ee4f6b5b8ec97,clean_validation,0.009729019609267309,-0.0034270687644079034,-0.0057728536504979555,0.0001763657314538166,False,116
family_fef5119467f26a60,clean_validation,-0.009933341614210445,0.000852096206043762,-0.022519922298224304,-0.010533722568796996,True,117
family_ba9708f285319401,clean_validation,0.027661228790915204,-0.037208490550590057,-0.008952402842685503,-0.006166554867453451,True,120
family_ce89062820b48da8,clean_validation,0.010290427207946762,-0.003927461671047516,-0.01083173466510462,-0.0014895897094017914,True,122
family_ec197f9194f4a13c,clean_validation,-0.004498652888066834,0.028133560181696105,-0.04497991502285004,-0.007115002576406922,True,123
family_c3461b971572611a,clean_validation,0.013389375806745485,-0.006379467325515531,-0.006439934959507121,0.000189991173907611,False,124
family_7027306433055f85,clean_validation,-0.01479194336018308,-0.01420404096107708,0.056412357159253634,0.009138790945997824,False,127
family_6e62e1ee9b4413df,clean_validation,0.01593462297702558,-0.0019253022896969507,0.0017055712248149613,0.0052382973040478635,False,128
family_362a9e5c40bfd73b,clean_validation,0.032078715849844563,-0.025946662851293323,0.010275333473817927,0.005469128824123056,False,129
family_93a719e9b96d4d31,clean_validation,-0.0009938502959863094,-0.013091152644945536,-0.01015503292544806,-0.008080011955459968,True,132
family_8d09b59dc4c3c92c,clean_validation,0.007394218372098749,-0.007005346445608129,0.007449796827662447,0.002612889584717689,False,133
family_0a67bbb9b9e07256,clean_validation,-0.010668767641384802,-0.006265815501413474,0.011560349207282217,-0.0017914113118386865,True,135
family_7b039bf480df9b15,clean_validation,0.011057415332160203,0.012321284933433652,0.014033815454578158,0.012470838573390671,False,136
family_760ef99c05a28dc4,clean_validation,0.008889977298030982,-0.0094621164261261,-0.014853095560404594,-0.005141744896166571,True,138
family_2610a466be6431bd,clean_validation,-0.02932938807397767,0.029866833723603436,0.020461568075285874,0.0069996712416372136,False,140
family_461db8faf995097d,clean_validation,0.011782720265254176,0.00016953302940853066,-0.004239527482382044,0.0025709086040935545,False,143
family_df37c270d2661cca,clean_validation,0.009751083516303605,-0.007465049768276666,-0.019840738682155412,-0.005851568311376158,True,144
family_dc13ea4fc01e4240,clean_validation,0.030245656958120648,-0.01915101754831161,0.015662149759068322,0.00891892972295912,False,147
family_a8dd94fe3475ea7c,clean_validation,0.01256836646610926,0.01553187861884986,-0.0567585077072747,-0.009552754207438527,True,148
family_fff32f675df6e246,clean_validation,0.007459036284253262,-0.035429584882501364,-0.08145380466673413,-0.036474784421660744,True,149
family_83d92120bf78fb00,clean_validation,-0.0029084793186888724,0.018399930155884592,-0.0003042891598299402,0.005062387225788593,False,150
family_6e5e431caa44724b,clean_validation,0.03688692936762761,0.005256209657599875,0.050234409845898,0.03079251629037516,False,151
family_d2ed6dff028b8bfe,clean_validation,0.0033882349779070786,-0.001263798845111519,-0.014430878905378197,-0.004102147590860879,True,152
family_a867a9ff31d7e843,clean_validation,-0.022684246301651,-0.00019115209579467773,-0.021879106760025024,-0.014918168385823568,True,160
family_d5eeefd1295fe235,clean_validation,0.02886665113894482,-0.011849927115992864,0.05199068737964996,0.02300247046753397,False,164
family_62ccf7e9625e13cf,clean_validation,0.019268298463942624,0.005904062489247464,0.004703196905550877,0.009958519286246989,False,166
family_9087822f50091590,clean_validation,0.0074956485372094095,0.0005517005505913941,0.05436550816508101,0.020804285750960605,False,169
family_da99763bd9ab0129,clean_validation,0.003368193978693923,-0.0364223144837279,0.0028778133488920332,-0.010058769052047315,True,170
family_1146afc43ba8a3c6,clean_validation,0.03087096050295196,0.0003313067111563317,0.017581540385055827,0.016261269199721373,False,174
family_96434369b3f61fa2,clean_validation,-0.00029815649797793053,-0.027313396322868555,-0.016092824794558203,-0.014568125871801563,True,176
family_ae2839615ac6b954,clean_validation,-0.010821390846919576,0.03197163072325804,0.024319036964572938,0.015156425613637134,False,177
family_eb03af6100c4cc53,clean_validation,0.009479174932976231,-0.024661862844124194,-0.05684397256092333,-0.024008886824023763,True,179
family_c306f596e2b53370,clean_validation,-0.0017634754735688096,-0.018062050831654797,-0.052425321110664336,-0.024083615805295982,True,182
family_f0661de6bc71701f,clean_validation,-0.009201840584965981,-0.007263168416321575,-0.0018747358961702654,-0.006113248299152607,True,185
family_6947476df68e3d6b,clean_validation,0.0073167906463647014,3.4231035148435396e-05,-0.019689650595689,-0.004112876304725288,True,186
family_a835909477e34760,clean_validation,0.010458445331141042,-0.0149912641512705,-0.011274061438346972,-0.00526896008615881,True,191
family_c21b420244a2f529,clean_validation,0.01021036241310036,0.00404959011561179,0.006086871077158773,0.006782274535290307,False,192
family_5d3d1daaec343597,clean_validation,0.005837277939674479,-0.0006271754051639933,0.004486292193040531,0.003232131575850339,False,193
family_281fa10bb1bf325c,clean_validation,0.0022107361649500445,0.0020517949941079028,-0.020643001597230648,-0.005460156812724233,True,196
family_cf1575c3514d386a,clean_validation,0.003925701869825715,-0.013090616346292994,0.0069609801566137275,-0.000734644773284517,True,200
family_7cfa6c1d3b3b22dc,clean_validation,-0.006086802727765461,-0.013594725980856703,-0.01803415799202218,-0.01257189556688145,True,201
family_210dd87434e478ea,clean_validation,0.007846646509794164,0.002431687599802501,-0.007380661482017992,0.0009658908758595578,False,204
family_845b8b035d42a3a5,clean_validation,0.0006251162279348188,-0.0034044565678540417,0.014567811554210164,0.003929490404763647,False,205
family_34a64d8a4071e429,clean_validation,-0.01233190135890938,-0.011660714681838269,-0.026425003743066777,-0.016805873261271476,True,207
family_f40ceb541a7c4872,clean_validation,0.02109561741202115,0.03899827522975108,0.0013881827606032626,0.020494025134125165,False,208
family_8527ab32edd1926e,clean_validation,-0.012749234882387883,-0.012819495262002434,-0.016236176171887773,-0.013934968772092696,True,209
family_98d33eafd0a315ec,clean_validation,0.020033325984122885,-0.032564952753959764,-0.024302958636841843,-0.012278195135559574,True,211
family_6ea983efd760219c,clean_validation,-0.0009555138346731828,0.002437121769832351,-0.0004260058816593082,0.00035186735116662,False,213
family_806c28890e83d1b7,clean_validation,0.010573916878455769,-0.021978344489366586,0.017528523176144284,0.002041365188411156,False,217
family_6d8e82b92757700b,clean_validation,0.012086473058438352,-0.003640058597016993,0.008038515405397628,0.005494976622272996,False,218
family_a6ef80809cd67f36,clean_validation,0.007268511463304594,0.0007585439018839568,-0.0025666053838643843,0.0018201499937747223,False,220
family_9a9cfd28ebcce477,clean_validation,0.01783193020502516,-0.01060409959588271,-0.020427231954879832,-0.0043998004485791276,True,222
family_d3608e2028ea88cd,clean_validation,0.021837286212309903,0.003969925672212216,-0.004213458095795708,0.00719791792957547,False,223
family_b45f7b534a6e0f39,clean_validation,0.01634878695931241,-0.003683061239507235,-0.003173116871054704,0.003164202949583491,False,225
family_8cd248050ccc3c0b,clean_validation,0.025649906603699812,-0.007959640507599675,-0.027837191701045816,-0.0033823085349818927,True,228
family_84e8622dd9f0f58c,clean_validation,0.011254918042375162,-0.0058477383471838285,-0.0005171396737761458,0.0016300133404717292,False,231
family_7d73bacb566d84de,clean_validation,-0.0018389723846492512,0.036122221108784824,-0.004585363771460349,0.009899294984225074,False,232
family_90cefd12934f9e67,clean_validation,0.009559721533330845,-0.008336177879313067,0.008949180543783686,0.003390908065933821,False,234
family_5d2bdbbdab0c254a,clean_validation,-0.018167483176024457,-0.022484802263671888,0.016807224470291926,-0.00794835365646814,True,235
family_825c369d9b6227f5,clean_validation,-0.006906721868442489,-0.0013594837583063013,-0.002369386218346592,-0.003545197281698461,True,244
family_9712f1cb39590627,clean_validation,-0.01559383568972561,-0.00694166700335308,-0.04546431120294725,-0.022666604632008647,True,248
family_a95d783f29ff5f7c,clean_validation,0.005028241567323455,-0.005108513359014688,0.01386188219317308,0.0045938701338272825,False,255
family_54fc1cace3776e46,clean_validation,-0.004117299648041417,0.027569107400610138,-0.22357341106901774,-0.066707201105483,True,256
family_9dbad3b7dfff2d80,clean_validation,-0.003544626406309148,-0.013099212263879001,-0.011209469049529686,-0.009284435906572611,True,257
family_b3fc875c4307367f,clean_validation,-0.0035128050823275414,0.008563603744857706,0.0009208294659553973,0.0019905427094951875,False,260
family_44b8f32f06eed8e1,clean_validation,0.008316802601393225,-0.008274963928078027,-0.003943992056969714,-0.0013007177945515054,True,261
family_2cc60a8f69107434,clean_validation,-0.017697629234270984,0.0015206754829328317,0.0074156650102635835,-0.0029204295803581895,True,266
family_6f3ca8e10898152f,clean_validation,0.021301185482828666,-0.011406460076521574,-0.026278996910465535,-0.005461423834719481,True,267
family_f564283e7832e835,clean_validation,-0.016492372745772643,0.009959807717905833,0.011438696392807035,0.0016353771216467416,False,268
family_3870744e242d6177,clean_validation,0.00042562737287615837,-0.0016358582711238356,0.005087354033608299,0.0012923743784535406,False,272
family_e181dee2375ee769,clean_validation,0.014916133189846636,0.0011440388118947875,-0.003282642319002216,0.004259176560913069,False,273
family_0e127a8896fec497,clean_validation,0.009311081266667909,0.001228696259897466,-0.005015178869823389,0.0018415328855806619,False,274
family_583f2140bd02905c,clean_validation,0.02065129847817193,-0.011767486547607064,-0.024235036931072984,-0.005117075000169373,True,278
family_92d2c512717f57fa,clean_validation,0.0024288388500582903,-0.0036762617961851873,0.004839169384700082,0.001197248812857728,False,280
family_4b71b56cfd8299d7,clean_validation,0.011116837855075223,0.0025219028908486374,0.01115611545151629,0.008264952065813383,False,281
family_f59f5e228f38301b,clean_validation,-1.3750334994289126e-05,-0.013058476604427494,-0.0009471768727895569,-0.004673134604070446,True,282
family_f24572f09d62eaf7,clean_validation,0.013676442069595951,-0.0018031147686210502,-0.014378137347480058,-0.0008349366821683857,True,289
family_4ebace72e4a1d8c0,clean_validation,-0.002912211732942094,-0.012193738975190105,-0.020628874136295217,-0.011911608281475805,True,290
family_2b1f911727bc0f28,clean_validation,0.0014523571644790012,-0.007064186828159902,-0.03244805221750868,-0.01268662729372986,True,292
family_ddb5bf4ea432508e,clean_validation,0.048996497037225084,-0.01559181010625399,-0.018619179939393105,0.004928502330525997,False,293
family_3a2249f8e96bbaf7,clean_validation,-0.0019732559661813642,-0.0023368640498019344,-0.02495429328204435,-0.009754804432675882,True,300
family_6c0a1a049e992ced,clean_validation,0.016697070475161224,-0.01727642134407137,-0.06526074690738226,-0.021946699258764135,True,301
family_43ed51b024989987,clean_validation,0.0012067471160814858,-0.014039455487422359,-0.0147348338203388,-0.00918918073055989,True,303
family_9c8265b1eeaa3ea5,clean_validation,0.006583723056962976,-0.039774381512008294,-0.10720694446431078,-0.0467992009731187,True,304
family_30e6b27558fb2cfa,clean_validation,-0.0014725777086933012,0.006196780804915952,-0.006752832904714096,-0.0006762099361638149,True,308
family_3a7a2c2be46cda8d,clean_validation,-0.05117138031816382,0.05225170580412075,-0.10756193525807789,-0.03549386992404032,True,310
family_7b29d747f514c69c,clean_validation,0.03220719808077377,0.022883478218946984,0.05078159632925605,0.03529075754299227,False,313
family_96b0ad618634da70,clean_validation,-0.013387971718368807,0.020791375404828616,0.005593850904581477,0.004332418197013761,False,314
family_50127f8134d80d88,clean_validation,-0.0036419740417129587,0.002911992177012823,-0.023890360303872815,-0.00820678072285765,True,317
family_f93c07f1442fee3f,clean_validation,0.01777174607048365,0.0060978394069846065,0.0027832824224112707,0.008884289299959843,False,318
family_714ef4d49b7733fe,clean_validation,-0.00792357491122353,0.0026409924030303955,-0.013433117005560158,-0.006238566504584431,True,320
family_cd21aac5ba3653c4,clean_validation,0.005395710500811446,-0.010588690280831536,-0.0064710720349204776,-0.003888017271646856,True,321
family_ac9524106bb16e6a,clean_validation,0.011445144206559621,0.0008176890685273053,-0.013720069388992395,-0.000485745371301823,True,322
family_5b29d45b1b74f69b,clean_validation,0.0031616744032327837,-0.029389711441817123,-0.05143606887068786,-0.025888035303090733,True,324
family_faee5ab013f7ff85,clean_validation,0.007876599401747564,-0.005624411870992163,-0.014988341523893167,-0.004245384664379255,True,325
family_bddc3df46e1612bd,clean_validation,0.016535198945156537,-0.005147059404504883,0.008434950597390634,0.006607696712680762,False,328
family_4583de96403df727,clean_validation,0.017781262965249955,0.0009849135323701796,-0.00882069269816077,0.003315161266486455,False,330
family_1372580fd5d82eeb,clean_validation,0.022504695760160787,0.0017866632124649007,-0.009978960269671683,0.004770799567651335,False,331
family_acf3abf491a50830,clean_validation,0.012621232451417608,0.007550415072169581,0.004062833734008009,0.008078160419198399,False,336
family_ea8d34c1c2cf62d4,clean_validation,-0.00047455532138518386,-0.015393787657195346,-0.008668881430835884,-0.008179074803138805,True,337
family_3ae653f192390f38,clean_validation,0.00028109928404074225,-0.007754767610543056,-0.0030818119699107527,-0.003518493432137689,True,339
family_40a7f24054f6cf1b,clean_validation,0.019728691777005758,-0.0049839162140218884,-0.009942276503782543,0.0016008330197337755,False,340
family_ec7448c261485925,clean_validation,-0.01000386141791143,0.008946846623726024,0.0017317739613538219,0.00022491972238947167,False,343
family_604fb05b51791b98,clean_validation,0.02267242007785364,-0.0039343038836756605,-0.01437287115835928,0.001455081678606233,False,344
family_707a66a54d5d07f1,clean_validation,0.02045315683786597,0.010815498816907132,-0.02409997173803624,0.002389561305578954,False,350
family_c02706043ada877d,clean_validation,0.00456518456136823,0.030702634338462098,-0.008110099316293029,0.009052573194512433,False,353
family_4b852dbf1e794923,clean_validation,0.022365519097678477,0.0008006913840694629,-0.01124802602897601,0.0039727281509239765,False,357
family_ea4d93ae43323fc0,clean_validation,0.012679330122924548,-0.015964878224171586,0.003902939570403885,0.00020579715638561572,False,358
family_2166721ea9bb40e6,clean_validation,-0.008210726641443733,-0.0023300011120541697,-0.025168914133341436,-0.01190321396227978,True,361
family_268f9f3a9379fd20,clean_validation,0.012639310231990053,0.0016205933246684623,-0.01139847325290888,0.0009538101012498782,False,363
family_740827909b2759df,clean_validation,0.002492977401851504,-0.013311198366954269,-0.005963575259774201,-0.005593932074958989,True,364
family_bee193805f6f119f,clean_validation,0.003932073322351237,0.009515024754122248,0.0138802581843529,0.009109118753608795,False,366
family_3325f7b7624711c2,clean_validation,-0.009825157085690983,0.006933163739644588,0.037964058452156,0.011690688368703203,False,367
family_cda09d6383ad975d,clean_validation,-0.004447247233322904,-0.005547982771465176,-0.004134450599379003,-0.004709893534722361,True,370
family_656a111a8d37395f,clean_validation,0.01163567143354638,0.005031252404681941,-0.011828093959769803,0.0016129432928195058,False,372
family_ebf34b90acdb9333,clean_validation,0.0067507916035975946,-0.003589244229392885,0.008539438804046728,0.0039003287260838126,False,373
family_ea58f8138f27b5e0,clean_validation,0.0011623502460517132,-0.007241076728521145,-0.00465304271093947,-0.0035772563978029672,True,374
family_d018701072ce56d1,clean_validation,0.007193531078154791,-0.022597734039724093,-0.04614586659420716,-0.02051668985192549,True,375
family_5cdfacf570ceb179,clean_validation,0.031123078865072373,-0.008540142085666003,-0.0007391827865775857,0.007281251330942928,False,378
family_6a1661bec1a85809,clean_validation,-0.008557498629089055,-0.008705347451230083,0.002135191816365456,-0.005042551421317894,True,379
family_62910d812650e6c3,clean_validation,-0.0014650157442522849,-0.023386370312359905,-0.04209897416694397,-0.022316786741185386,True,382
family_cd9083de535c9789,clean_validation,0.0048685469322048425,-0.008213963024622739,0.0014350070371940138,-0.0006368030184079609,True,386
family_7928fb3bcf30fe40,clean_validation,-0.013650922430609835,-0.013038848844619144,-0.032536493728128946,-0.01974208833445264,True,387
family_0c1eaf227312a9e3,clean_validation,-0.010938071302677432,-0.027335633353912647,-0.003693996528516985,-0.013989233728369022,True,388
family_49ecae9a5efbb319,clean_validation,-0.003916999443786207,-0.03906301351693964,0.05985587529647052,0.005625287445248224,False,393
family_66fe0fff60f28bb8,clean_validation,0.007886994291036564,-0.0020643197395049384,-0.00658329125268825,-0.0002535389003855415,True,395
family_6e4b2298992c0064,clean_validation,0.03363489152835697,0.01272631245244138,-0.022091365489498305,0.008089946163766681,False,396
family_563fe3303eebd925,clean_validation,0.03165396808207721,-0.009827379131160607,-0.008224482345789874,0.004534035535042243,False,400
family_f23f6749eb1b82cb,clean_validation,0.021978980732310194,-0.023858846102186027,-0.04985370388174393,-0.017244523083873253,True,404
family_82ec8fa32d7834d5,clean_validation,0.008888867159423774,-0.0011740675239853005,-0.011234243167473512,-0.0011731478440116794,True,410
family_5e036e81da0eb73a,clean_validation,0.03983477707865807,-0.006907009967766553,-0.005052578716686296,0.009291729464735074,False,413
family_857ac66271083d60,clean_validation,0.004892470195437926,-0.013235641970778866,-0.024451924553423265,-0.010931698776254736,True,417
family_bce1d9194265651f,clean_validation,0.015191107395365167,-0.005135600247207994,-0.0027809065773790054,0.0024248668569260556,False,419
family_131dc61b0ead1e81,clean_validation,-0.003189909812363001,-0.01272172629703483,-0.02271402410880652,-0.012875220072734783,True,421
family_aa8223246d86399a,clean_validation,0.019367486238479614,-0.006059765815734863,0.019153714179992676,0.010820478200912476,False,429
family_ff7d06f50d504d40,clean_validation,-0.02949452237250555,-0.012522558324219224,-0.0400926052865922,-0.027369895327772325,True,430
family_d523e2dc4868e3d0,clean_validation,0.0165299859903405,-0.01770150330251319,-0.009593020372861139,-0.0035881792283446088,True,432
family_7edc82a2252e2e6e,clean_validation,0.011556272537768975,-0.016166074943655406,-0.010261473375498875,-0.004957091927128436,True,438
family_39c264b6af7f8b4c,clean_validation,0.009728779544942334,-0.015814219972687393,-0.01781480345077724,-0.007966747959507433,True,446
family_1965f1d691ff77ed,clean_validation,-0.008257508277893066,-0.023899316787719727,-0.01802515983581543,-0.016727328300476074,True,449
family_8e6f7d5acf9b6927,clean_validation,0.0103969021985868,-0.009507521763655213,0.018826343152338665,0.006571907862423417,False,450
