model,metric,contrast,mean_effect,median_effect,ci95_low,ci95_high,raw_p,standardized_paired_effect,relative_effect
conditional_vae,self_similarity_high_fraction,same_minus_clean,-0.002272664249112723,0.0,-0.010104166666666666,0.0028542250732031247,0.57994200579942,-0.08150453892157576,
conditional_vae,self_similarity_high_fraction,unrelated_minus_clean,-0.0018292074374291756,0.0,-0.007951800364070685,0.0020754068589633836,0.5745425457454254,-0.08691199508321433,
conditional_vae,groove_consistency,same_minus_unrelated,0.008411980347037457,0.01061958874458873,-0.01192658248469759,0.02836515228648841,0.38976102389761025,0.1015278152337443,
conditional_vae,groove_consistency,same_minus_clean,-0.003875780718874266,0.010287226001511718,-0.024084885886460343,0.015762256838679507,0.7145285471452855,-0.046921415052440414,
conditional_vae,groove_consistency,unrelated_minus_clean,-0.0064190670429384615,0.0,-0.02462231214186849,0.011775816566368395,0.48155184481551844,-0.08423087539309485,
conditional_vae,grooving_pattern_similarity,same_minus_unrelated,0.00834600396098914,0.010248015873015902,-0.012443984237412338,0.027719018404475472,0.39376062393760625,0.1014662396925393,
conditional_vae,grooving_pattern_similarity,same_minus_clean,-0.0031333774415485413,0.011352040816326535,-0.022781862542435617,0.01612543143144448,0.76992300769923,-0.03853790896305693,
conditional_vae,grooving_pattern_similarity,unrelated_minus_clean,-0.00562312398977017,-0.0009737484737484814,-0.023510069911236543,0.012547663691607872,0.5375462453754625,-0.07471842010290175,
conditional_vae,ioi_mean,same_minus_unrelated,-0.0013797512035584457,0.0,-0.04025700171622991,0.03678917814462029,0.9559044095590441,-0.007067320281036061,
conditional_vae,ioi_mean,same_minus_clean,0.023048831521031224,-0.005737595737595913,-0.03508367795020645,0.09849813183992417,0.5337466253374663,0.06724582001950559,
conditional_vae,ioi_mean,unrelated_minus_clean,0.024428582724589677,-0.004603174603174609,-0.041235936704957406,0.10171902789943264,0.5091490850914908,0.06737925391806614,
conditional_vae,ioi_variance,same_minus_unrelated,0.3559239688694884,0.0,-0.11172013890748486,1.1888974720740444,0.45755424457554245,0.09300812015278348,
conditional_vae,ioi_variance,same_minus_clean,0.5625310160120462,0.006973285911350444,0.03922930879345374,1.5621196379196713,0.00039996000399960006,0.11647746790180427,
conditional_vae,ioi_variance,unrelated_minus_clean,0.20660704714255787,0.0,0.02268265817575772,0.4687109034018772,0.0165983401659834,0.17468477566989227,
conditional_vae,ioi_entropy,same_minus_unrelated,0.03432614563891536,0.003567256986511891,0.0004922709414443293,0.06719257773619786,0.046795320467953205,0.20382052136741755,
conditional_vae,ioi_entropy,same_minus_clean,0.02970136499789931,0.006427122871736413,-0.0018470140396950128,0.06271733830234358,0.06579342065793421,0.18187616555447192,
conditional_vae,ioi_entropy,unrelated_minus_clean,-0.004624780641016057,0.0,-0.032885660868369894,0.02319051493545119,0.7423257674232576,-0.031831652285624644,
conditional_vae,ioi_jsd_to_receiver,same_minus_unrelated,-0.006838651776282927,-0.00029822880462969034,-0.015810995535625417,0.0024178989327287037,0.1471852814718528,-0.1452462499526323,
conditional_vae,ioi_jsd_to_receiver,same_minus_clean,-0.004563336430453573,-0.003259889525556843,-0.01289945868236671,0.003407202870028229,0.26717328267173285,-0.1093532712591811,
conditional_vae,ioi_jsd_to_receiver,unrelated_minus_clean,0.002275315345829354,0.0,-0.009861159828307691,0.013489930614135155,0.684931506849315,0.037835512724817194,
conditional_vae,duration_jsd_to_receiver,same_minus_unrelated,0.0033860636771708913,0.00329659574847517,-0.003016831592081202,0.009936423159400083,0.2999700029997,0.10317186450729858,
conditional_vae,duration_jsd_to_receiver,same_minus_clean,0.0019192028694139426,3.9258012663537234e-05,-0.0041450834348482485,0.008021135694856851,0.5383461653834617,0.06211664929498439,
conditional_vae,duration_jsd_to_receiver,unrelated_minus_clean,-0.001466860807756949,0.0016246864914052153,-0.008300682948030656,0.005007083962575802,0.6827317268273173,-0.04317950217937393,
conditional_vae,duration_entropy,same_minus_unrelated,-0.0011273963159259624,-0.016300316405510162,-0.03481778582587997,0.0340666261383204,0.9367063293670633,-0.006361455307650857,
conditional_vae,duration_entropy,same_minus_clean,-0.004749527157631007,0.0007742976781663913,-0.033715476293677514,0.0239609936799148,0.7393260673932607,-0.03192077871087293,
conditional_vae,duration_entropy,unrelated_minus_clean,-0.0036221308417050454,-0.0023557805119906045,-0.031415250805491714,0.025133839138377495,0.8169183081691831,-0.02507005004587669,
conditional_vae,onset_pattern_entropy,same_minus_unrelated,0.004494986863055983,0.0,-0.024421998893850314,0.03332808936269404,0.7735226477352265,0.030492177740755997,
conditional_vae,onset_pattern_entropy,same_minus_clean,0.02330742933040197,0.0,-0.0038292455124898776,0.053118440048999224,0.09479052094790522,0.1597428695342433,
conditional_vae,onset_pattern_entropy,unrelated_minus_clean,0.018812442467345983,0.0,-0.010684674833354512,0.049616518467655,0.22957704229577042,0.12150009857899342,
conditional_vae,rhythmic_density,same_minus_unrelated,-0.051009712074418095,0.0,-0.36163606598738995,0.25105555555555503,0.7391260873912608,-0.032393654212356564,
conditional_vae,rhythmic_density,same_minus_clean,-0.1070391067538127,0.0,-0.38304093137254913,0.15394693355119823,0.43055694430556946,-0.0784798407354074,
conditional_vae,rhythmic_density,unrelated_minus_clean,-0.056029394679394585,0.0,-0.36329411583786597,0.2529407846320346,0.7323267673232676,-0.03534120421364059,
conditional_vae,pitch_class_entropy,same_minus_unrelated,-0.014186719879482891,0.0051729247145280155,-0.04773771214566103,0.01609094976280974,0.37736226377362264,-0.08803614543209552,
conditional_vae,pitch_class_entropy,same_minus_clean,-0.0124804264460383,0.0100321776598149,-0.04233200280947454,0.015296760136109797,0.3875612438756124,-0.08467392564067426,
conditional_vae,pitch_class_entropy,unrelated_minus_clean,0.0017062934334445912,-0.0001180715181412495,-0.025176179143127288,0.028377525161456096,0.9199080091990801,0.012377422189173076,
conditional_vae,pitch_class_histogram_jsd_to_receiver,same_minus_unrelated,-0.0012167131043246792,-0.0030946154927651986,-0.008518967198460358,0.0058962974075505055,0.7433256674332567,-0.03339556407942894,
conditional_vae,pitch_class_histogram_jsd_to_receiver,same_minus_clean,-0.006639922885011048,-0.007384796461787781,-0.013849898355957613,0.0007895769604078603,0.0827917208279172,-0.17676105192578673,
conditional_vae,pitch_class_histogram_jsd_to_receiver,unrelated_minus_clean,-0.005423209780686366,-0.004909776440385552,-0.012929207844514734,0.0017466582441004006,0.14158584141585842,-0.14354497585160533,
conditional_vae,scale_consistency,same_minus_unrelated,0.002195157536037219,0.0,-0.0018401476254752854,0.006533501957402972,0.29417058294170584,0.10423596121052489,
conditional_vae,scale_consistency,same_minus_clean,-0.0016396704321189326,5.551115123125783e-17,-0.0056889521802306504,0.0023954549784537572,0.42275772422757724,-0.08001336023747645,
conditional_vae,scale_consistency,unrelated_minus_clean,-0.0038348279681561515,-5.551115123125783e-17,-0.008760346930677582,0.0009856982284627144,0.11478852114788521,-0.15620759442993237,
conditional_vae,pitch_interval_mean,same_minus_unrelated,0.020742703958893882,0.011956521739130505,-0.02380650940698423,0.06546484131101743,0.3671632836716328,0.08843489830373451,
conditional_vae,pitch_interval_mean,same_minus_clean,0.03649376512552964,0.008002190441785269,-0.011214989856625697,0.08494275750325808,0.133986601339866,0.14926696622103866,
conditional_vae,pitch_interval_mean,unrelated_minus_clean,0.015751061166635754,-0.0035024154589372164,-0.031515087072964,0.06443954357214596,0.5221477852214779,0.06477060975244417,
conditional_vae,pitch_interval_variance,same_minus_unrelated,-24.91793733496828,-0.5052083333333428,-79.22681187785557,7.14111736823943,0.36136386361363865,-0.0980156966354398,
conditional_vae,pitch_interval_variance,same_minus_clean,-10.895647866676741,-1.2763047194336217,-33.43982698704795,3.338038105305298,0.20377962203779623,-0.11441684815357835,
conditional_vae,pitch_interval_variance,unrelated_minus_clean,14.022289468291536,-1.3322013165972741,-7.970020818045433,50.9379905166284,0.5267473252674733,0.08407718509041405,
conditional_vae,pitch_interval_jsd_to_receiver,same_minus_unrelated,-0.0053313025178374175,-0.004401249035750038,-0.012138145127650648,0.0014947222904920319,0.1257874212578742,-0.15196911701480298,
conditional_vae,pitch_interval_jsd_to_receiver,same_minus_clean,-0.007404739519170852,-0.004409738556255677,-0.013161900755878605,-0.0017117879743350143,0.012798720127987202,-0.24992544108378123,
conditional_vae,pitch_interval_jsd_to_receiver,unrelated_minus_clean,-0.0020734370013334334,-0.0005667019524533135,-0.008587046848834637,0.004330065050267201,0.5271472852714728,-0.06318435519980029,
conditional_vae,pitch_range,same_minus_unrelated,-0.6326666666666666,-0.16666666666666785,-1.7906666666666673,0.2486666666666668,0.20377962203779623,-0.11786411195261183,
conditional_vae,pitch_range,same_minus_clean,-0.4756190476190481,-0.03333333333333499,-1.5561023809523815,0.27039761904761855,0.2983701629837016,-0.10056468836593868,
conditional_vae,pitch_range,unrelated_minus_clean,0.15704761904761852,-0.10000000000000142,-0.30895238095238137,0.6285738095238087,0.5225477452254774,0.06529475480677445,
conditional_vae,used_pitch_classes,same_minus_unrelated,-0.03333333333333332,-0.06666666666666643,-0.14666666666666664,0.07599999999999997,0.5807419258074192,-0.05796185374668061,
conditional_vae,used_pitch_classes,same_minus_clean,-0.06933333333333325,-0.06666666666666643,-0.16933333333333322,0.027333333333333463,0.17918208179182082,-0.1363233781278321,
conditional_vae,used_pitch_classes,unrelated_minus_clean,-0.03599999999999993,0.0,-0.13733333333333322,0.06400000000000004,0.47695230476952305,-0.07106133110481426,
conditional_vae,tonal_key_consistency,same_minus_unrelated,0.002195157536037219,0.0,-0.0018348467057214223,0.0064710094430417316,0.30616938306169383,0.10423596121052489,
conditional_vae,tonal_key_consistency,same_minus_clean,-0.0016396704321189326,5.551115123125783e-17,-0.005754204826680209,0.0023517454581502076,0.42455754424557546,-0.08001336023747645,
conditional_vae,tonal_key_consistency,unrelated_minus_clean,-0.0038348279681561515,-5.551115123125783e-17,-0.008617489353403087,0.0009759433144267486,0.11378862113788621,-0.15620759442993237,
conditional_vae,note_density,same_minus_unrelated,-0.051009712074418095,0.0,-0.3545647369025314,0.25433920164258367,0.7447255274472553,-0.032393654212356564,
conditional_vae,note_density,same_minus_clean,-0.1070391067538127,0.0,-0.38023786492374734,0.14916353758169934,0.43175682431756823,-0.0784798407354074,
conditional_vae,note_density,unrelated_minus_clean,-0.056029394679394585,0.0,-0.36257753108003093,0.2556375497650499,0.7305269473052695,-0.03534120421364059,
conditional_vae,polyphony,same_minus_unrelated,-0.0052558373617130226,-0.031441787934922805,-0.16450129704992805,0.15283860806529742,0.9415058494150585,-0.0064263983751197415,
conditional_vae,polyphony,same_minus_clean,0.04791550181068763,-0.024143340319810913,-0.11008583848703057,0.2037463293143882,0.5489451054894511,0.05901904068164114,
conditional_vae,polyphony,unrelated_minus_clean,0.053171339172400654,-0.054411316524320075,-0.10909051481527697,0.23141292302472513,0.5477452254774523,0.06193706197959427,
conditional_vae,polyphony_rate,same_minus_unrelated,-0.000915520328671498,0.008056705774097103,-0.012985532332195836,0.010571897526455779,0.8775122487751225,-0.0152025976372367,
conditional_vae,polyphony_rate,same_minus_clean,-0.011320466289798355,-0.007065897065896998,-0.0248388730639406,0.0013802359901317095,0.08239176082391761,-0.170979404116917,
conditional_vae,polyphony_rate,unrelated_minus_clean,-0.010404945961126857,-0.0014021164021164045,-0.023348324091296422,0.0023019683112012316,0.11118888111188881,-0.15891276036272528,
conditional_vae,empty_beat_rate,same_minus_unrelated,4.733905048339537e-05,0.0020833333333333814,-0.0069929416480009185,0.007073987555997273,0.9943005699430058,0.0013070420405945546,
conditional_vae,empty_beat_rate,same_minus_clean,-0.0006703592295504068,-0.002083333333333326,-0.00821186314740544,0.007234744937116253,0.8439156084391561,-0.016972753496195384,
conditional_vae,empty_beat_rate,unrelated_minus_clean,-0.0007176982800338023,-0.00520833333333337,-0.007343115565446973,0.005873665437267422,0.827917208279172,-0.02066628266122182,
conditional_vae,empty_measure_rate,same_minus_unrelated,-0.0009673615972377586,0.0,-0.006467361597237759,0.004411631920138105,0.7285271472852715,-0.034801064122653304,
conditional_vae,empty_measure_rate,same_minus_clean,-0.004567369776193306,0.0,-0.010622925331748861,0.0013770746682511392,0.12838716128387162,-0.14879086940743894,
conditional_vae,empty_measure_rate,unrelated_minus_clean,-0.003600008178955548,0.0,-0.009166666871140556,0.0019780549421338856,0.1977802219778022,-0.12570395170626578,
conditional_vae,qualified_note_ratio,same_minus_unrelated,5.725752508361326e-05,0.0,-0.002666845039018947,0.002837773690078054,0.9879012098790121,0.00414487595743485,
conditional_vae,qualified_note_ratio,same_minus_clean,0.003467017330495584,0.0,0.0006967480997263422,0.0065085861457383,0.0131986801319868,0.2303121617927192,
conditional_vae,qualified_note_ratio,unrelated_minus_clean,0.003409759805411971,0.0,0.0008799230769230707,0.006186737154150205,0.0065993400659934,0.24369386648400418,
conditional_vae,average_note_duration,same_minus_unrelated,-0.07440348393630886,-0.01734161490683228,-0.24099442439282476,0.08559274301869074,0.38136186381361864,-0.08817259989327468,
conditional_vae,average_note_duration,same_minus_clean,0.01135199282763522,-0.010999999999999677,-0.10981944641636823,0.1421444023799753,0.8877112288771123,0.017380891557732425,
conditional_vae,average_note_duration,unrelated_minus_clean,0.08575547676394407,0.022859788359788857,-0.0503490883887582,0.22878615674066977,0.22757724227577242,0.11810375021188485,
conditional_vae,duration_variance,same_minus_unrelated,-2.3216961923617614,-0.27903992360530694,-5.527141236342354,0.4186141224014028,0.10418958104189581,-0.15089070802508348,
conditional_vae,duration_variance,same_minus_clean,-1.8983402467494321,-0.12150342592592622,-5.4087329376976365,0.5854964126893731,0.1693830616938306,-0.12424784758334008,
conditional_vae,duration_variance,unrelated_minus_clean,0.42335594561232914,0.011111666666666681,-1.5862829074933638,2.624912198461347,0.7125287471252875,0.03852399226496959,
conditional_vae,pitch_range,same_minus_unrelated,-0.6326666666666666,-0.16666666666666785,-1.8040166666666668,0.24734999999999993,0.21097890210978903,-0.11786411195261183,
conditional_vae,pitch_range,same_minus_clean,-0.4756190476190481,-0.03333333333333499,-1.521314285714286,0.29708571428571307,0.3103689631036896,-0.10056468836593868,
conditional_vae,pitch_range,unrelated_minus_clean,0.15704761904761852,-0.10000000000000142,-0.31048095238095286,0.6206690476190472,0.5215478452154785,0.06529475480677445,
conditional_vae,used_pitch_classes,same_minus_unrelated,-0.03333333333333332,-0.06666666666666643,-0.15133333333333326,0.07600000000000003,0.5685431456854314,-0.05796185374668061,
conditional_vae,used_pitch_classes,same_minus_clean,-0.06933333333333325,-0.06666666666666643,-0.1713333333333332,0.0306666666666667,0.1795820417958204,-0.1363233781278321,
conditional_vae,used_pitch_classes,unrelated_minus_clean,-0.03599999999999993,0.0,-0.13533333333333325,0.0646666666666667,0.4737526247375263,-0.07106133110481426,
conditional_vae,notes_per_bar,same_minus_unrelated,-0.051009712074418095,0.0,-0.35375026762997364,0.25845383923266263,0.7351264873512648,-0.032393654212356564,
conditional_vae,notes_per_bar,same_minus_clean,-0.1070391067538127,0.0,-0.38167926470588254,0.14610887527233082,0.43755624437556245,-0.0784798407354074,
conditional_vae,notes_per_bar,unrelated_minus_clean,-0.056029394679394585,0.0,-0.37055383912383894,0.24933370957745962,0.7223277672232776,-0.03534120421364059,
conditional_vae,onset_density,same_minus_unrelated,-4.7339050483398984e-05,-0.002083333333333326,-0.00714847514292875,0.006866059027777776,0.9903009699030098,-0.0013070420405946544,
conditional_vae,onset_density,same_minus_clean,0.0006703592295504091,0.002083333333333326,-0.00720955947341058,0.008053871682511392,0.8741125887411259,0.016972753496195446,
conditional_vae,onset_density,unrelated_minus_clean,0.0007176982800338069,0.005208333333333329,-0.0060917119448533966,0.007494877350810738,0.8539146085391461,0.020666282661221953,
conditional_vae,pitch_class_jsd,same_minus_unrelated,-0.0012167131043246792,-0.0030946154927651986,-0.00833060005375737,0.005720326776439331,0.7437256274372562,-0.03339556407942894,
conditional_vae,pitch_class_jsd,same_minus_clean,-0.006639922885011048,-0.007384796461787781,-0.014029095194487397,0.0007481210249002675,0.0795920407959204,-0.17676105192578673,
conditional_vae,pitch_class_jsd,unrelated_minus_clean,-0.005423209780686366,-0.004909776440385552,-0.012846615132988468,0.0020048510940278144,0.1563843615638436,-0.14354497585160533,
conditional_vae,pitch_interval_jsd,same_minus_unrelated,-0.0053313025178374175,-0.004401249035750038,-0.012193967220154974,0.0015420910320892995,0.12998700129987,-0.15196911701480298,
conditional_vae,pitch_interval_jsd,same_minus_clean,-0.007404739519170852,-0.004409738556255677,-0.01333603157463202,-0.0016329814808060013,0.013998600139986002,-0.24992544108378123,
conditional_vae,pitch_interval_jsd,unrelated_minus_clean,-0.0020734370013334334,-0.0005667019524533135,-0.00858915134333155,0.004358137422591911,0.5305469453054694,-0.06318435519980029,
conditional_vae,ioi_jsd,same_minus_unrelated,-0.006838651776282927,-0.00029822880462969034,-0.015855624317116075,0.0022621508055223737,0.13658634136586342,-0.1452462499526323,
conditional_vae,ioi_jsd,same_minus_clean,-0.004563336430453573,-0.003259889525556843,-0.013118189829132643,0.0031669492860541717,0.2695730426957304,-0.1093532712591811,
conditional_vae,ioi_jsd,unrelated_minus_clean,0.002275315345829354,0.0,-0.009921691229242755,0.013567295717596621,0.6683331666833316,0.037835512724817194,
conditional_vae,duration_jsd,same_minus_unrelated,0.0033860636771708913,0.00329659574847517,-0.0030850567660542713,0.009655426303369288,0.30296970302969706,0.10317186450729858,
conditional_vae,duration_jsd,same_minus_clean,0.0019192028694139426,3.9258012663537234e-05,-0.003976126783498458,0.00795700834003864,0.5241475852414759,0.06211664929498439,
conditional_vae,duration_jsd,unrelated_minus_clean,-0.001466860807756949,0.0016246864914052153,-0.008209629636123747,0.004786014761589806,0.6739326067393261,-0.04317950217937393,
conditional_vae,density_wasserstein,same_minus_unrelated,-0.1346720792079207,0.0,-0.39624427392739286,0.12316118151815232,0.30196980301969806,-0.10094288409234327,
conditional_vae,density_wasserstein,same_minus_clean,0.052700726072607305,0.0,-0.157529287128713,0.2850337211221123,0.6403359664033597,0.04678937077335706,
conditional_vae,density_wasserstein,unrelated_minus_clean,0.18737280528052802,0.0,-0.06594835313531366,0.4369139983498349,0.144985501449855,0.14376176580101802,
conditional_vae,ioi_wasserstein,same_minus_unrelated,-0.012075844425101859,0.0,-0.03812654174222368,0.013549841824429693,0.35096490350964904,-0.09204388256292163,
conditional_vae,ioi_wasserstein,same_minus_clean,0.007263595436466721,-0.00417491749174918,-0.041337698921540475,0.07076576662226665,0.8973102689731027,0.025065099720817767,
conditional_vae,ioi_wasserstein,unrelated_minus_clean,0.01933943986156858,0.0,-0.039009842711468956,0.08557648577975932,0.561943805619438,0.060365773148170924,
conditional_vae,duration_wasserstein,same_minus_unrelated,-0.009402178217821744,0.021768976897689696,-0.14312419141914196,0.11496427392739267,0.9085091490850915,-0.014275389387697861,
conditional_vae,duration_wasserstein,same_minus_clean,0.06310919377652058,0.021679867986798954,-0.028920470532767483,0.17394211951909472,0.20357964203579643,0.11999330261964054,
conditional_vae,duration_wasserstein,unrelated_minus_clean,0.07251137199434234,0.01706270627062728,-0.03226306718529,0.197209004950495,0.18898110188981102,0.12113938526970426,
conditional_vae,pitch_interval_wasserstein,same_minus_unrelated,-0.10042409240924087,0.04309900990099047,-0.5513089570957097,0.1869306617161716,0.704929507049295,-0.0502950384895487,
conditional_vae,pitch_interval_wasserstein,same_minus_clean,0.08786509193776522,0.13606930693069308,-0.07325488260254591,0.23105172819424788,0.255974402559744,0.11300696079492711,
conditional_vae,pitch_interval_wasserstein,unrelated_minus_clean,0.18828918434700614,0.08014851485148466,-0.032059855256954296,0.5123228592644978,0.12658734126587343,0.12787576682612886,
